"ori_node";"des_node";"ori_layer"
47892;22929;2
47892;34260;2
47983;16388;2
47983;47536;2
47983;49947;2
48021;2702;2
48021;8959;2
48033;30122;2
48033;46270;2
48053;12853;2
48053;43678;2
48068;13566;2
48068;26018;2
48070;18609;2
48070;22658;2
48073;17777;2
48101;10918;2
48101;16388;2
48101;23566;2
48101;43114;2
48110;39288;2
48110;42288;2
48110;92401;2
48111;5797;2
48111;7398;2
48111;12085;2
48111;24329;2
48111;35458;2
48111;41573;2
48111;41901;2
48111;43369;2
48139;1695;2
48139;8507;2
48139;17535;2
48139;33919;2
48179;77;2
48179;5973;2
48179;28464;2
48179;30668;2
48179;50339;2
48202;21038;2
48204;35828;2
48204;39763;2
48209;21454;2
48209;180092;2
48219;11215;2
48219;20981;2
48219;34946;2
48219;35084;2
48220;9433;2
48220;11592;2
48220;14170;2
48220;41194;2
48247;20107;2
48247;36465;2
48253;23690;2
48253;34600;2
48282;9685;2
48282;13745;2
48282;21215;2
48282;22272;2
48282;25380;2
48282;30363;2
48282;35082;2
48282;38732;2
48282;43846;2
48307;5975;2
48307;120260;2
48307;247428;2
48348;21825;2
48352;17665;2
48352;27636;2
48355;10147;2
48361;16158;2
48361;26052;2
48361;35082;2
48361;37445;2
48364;5334;2
48364;12536;2
48364;15521;2
48364;29401;2
48364;30927;2
48364;44766;2
48374;4176;2
48374;22272;2
48408;10729;2
48408;40733;2
48408;50958;2
48431;35053;2
48431;46157;2
48437;14911;2
48437;28124;2
48465;5594;2
48465;20150;2
48515;17665;2
48515;24932;2
48515;47684;2
48562;4663;2
48562;24938;2
48562;28622;2
48562;29517;2
48562;48932;2
48571;9050;2
48571;23823;2
48572;1807;2
48572;4390;2
48572;7611;2
48572;11603;2
48572;13167;2
48572;25815;2
48572;29643;2
48572;29725;2
48572;51183;2
48572;51224;2
48585;21215;2
48585;22272;2
48591;811;2
48591;5892;2
48599;31793;2
48599;46118;2
48628;19632;2
48628;25815;2
48631;34777;2
48631;37417;2
48635;35134;2
48635;40654;2
48636;15496;2
48636;27199;2
48687;1828;2
48687;16401;2
48698;17461;2
48698;41959;2
48724;21551;2
48724;23157;2
48724;43114;2
48742;4529;2
48742;5967;2
48742;23868;2
48777;20498;2
48777;23622;2
48777;109387;2
48817;9335;2
48817;140648;2
48837;27637;2
48837;41348;2
48837;96624;2
48852;11036;2
48852;44715;2
48861;9458;2
48861;16572;2
48861;35313;2
48861;50851;2
48862;10271;2
48862;43900;2
48882;708;2
48882;4670;2
48882;24372;2
48882;25451;2
48882;33602;2
48883;24538;2
48883;28239;2
48901;3488;2
48901;16092;2
48904;12261;2
48904;13895;2
48904;28517;2
48904;29725;2
48904;34777;2
48904;40760;2
48932;24938;2
48932;48562;2
48977;10516;2
48977;15720;2
49023;16459;2
49023;18474;2
49038;10854;2
49038;47659;2
49044;29553;2
49044;30595;2
49044;35647;2
49044;40903;2
49044;51224;2
49065;28672;2
49065;212027;2
49083;18260;2
49083;34535;2
49083;47021;2
49083;49183;2
49083;52549;2
49085;10147;2
49085;44189;2
49143;11956;2
49143;21108;2
49143;152262;2
49143;195330;2
49170;23964;2
49170;45432;2
49183;2327;2
49183;44678;2
49183;47021;2
49183;49083;2
49183;52549;2
49206;25497;2
49206;43210;2
49206;46818;2
49216;10275;2
49216;46669;2
49233;36482;2
49233;42634;2
49250;17939;2
49250;39373;2
49282;8991;2
49282;30080;2
49314;7332;2
49314;18634;2
49314;19026;2
49361;23882;2
49361;38125;2
49470;216;2
49470;33514;2
49476;12513;2
49476;46685;2
49508;7761;2
49508;17543;2
49508;23935;2
49508;39358;2
49565;42483;2
49565;201776;2
49565;229875;2
49569;27419;2
49583;10138;2
49583;10367;2
49583;16192;2
49583;29165;2
49583;31170;2
49583;33908;2
49583;37324;2
49583;44940;2
49603;570;2
49603;7398;2
49603;12597;2
49603;17535;2
49603;18962;2
49603;23304;2
49603;25625;2
49603;31343;2
49603;35458;2
49603;37496;2
49603;43491;2
49613;5967;2
49613;201191;2
49630;7458;2
49630;10548;2
49630;27200;2
49694;1176;2
49694;2205;2
49694;8189;2
49694;11626;2
49694;43369;2
49716;18467;2
49716;32268;2
49716;37229;2
49732;2014;2
49732;23523;2
49736;35586;2
49736;44667;2
49781;7990;2
49781;13471;2
49859;9380;2
49859;16459;2
49861;961;2
49861;16116;2
49861;16308;2
49861;26771;2
49901;8142;2
49901;17355;2
49914;23250;2
49914;24995;2
49945;23302;2
49945;38356;2
49947;47983;2
49947;82968;2
49950;5713;2
49950;12765;2
49979;32149;2
49979;37154;2
49979;47103;2
49979;47886;2
50048;45026;2
50048;161952;2
50054;10756;2
50054;34835;2
50092;13112;2
50092;28820;2
50159;47422;2
50159;47442;2
50227;25286;2
50227;120558;2
50231;28102;2
50231;38024;2
50244;24332;2
50339;77;2
50339;2141;2
50339;2900;2
50339;21100;2
50339;28464;2
50339;30668;2
50339;40520;2
50339;47392;2
50339;48179;2
50355;20201;2
50355;21316;2
50493;1267;2
50493;4032;2
50495;31404;2
50495;36101;2
50499;6934;2
50499;28799;2
50499;41366;2
50499;44859;2
50506;5198;2
50506;28538;2
50506;33574;2
50506;41501;2
50506;45643;2
50522;7387;2
50522;19924;2
50543;18467;2
50543;32268;2
50552;10541;2
50552;25380;2
50552;36433;2
50555;12261;2
50555;36644;2
50555;124028;2
50640;1594;2
50640;2014;2
50640;8930;2
50640;10761;2
50640;23669;2
50640;27700;2
50640;30594;2
50640;38473;2
50640;40101;2
50640;42078;2
50640;50643;2
50640;175646;2
50643;28046;2
50643;30594;2
50643;50640;2
50803;11374;2
50803;16388;2
50803;21038;2
50803;35722;2
50851;35313;2
50851;48861;2
50859;4341;2
50859;29414;2
50889;26635;2
50889;47110;2
50895;9470;2
50895;21573;2
50906;15210;2
50906;33016;2
50912;7270;2
50912;9433;2
50912;18401;2
50912;48220;2
50924;7432;2
50924;12168;2
50924;20293;2
50924;21960;2
50926;7300;2
50926;18692;2
50926;29204;2
50926;45264;2
50929;23921;2
50929;46461;2
50958;1969;2
50958;27700;2
50958;48408;2
50971;7485;2
50971;9780;2
51003;11986;2
51003;17141;2
51003;47118;2
51017;18079;2
51017;40955;2
51019;6838;2
51019;34835;2
51044;3663;2
51044;31481;2
51066;34880;2
51066;37772;2
51066;46771;2
51077;255;2
51077;1297;2
51077;9323;2
51077;33245;2
51104;3957;2
51104;4919;2
51104;7300;2
51104;10348;2
51104;17208;2
51104;22263;2
51104;39490;2
51104;43673;2
51130;12002;2
51130;14170;2
51130;17510;2
51130;35268;2
51183;1807;2
51183;4919;2
51183;7611;2
51183;11603;2
51183;13167;2
51183;24695;2
51183;43262;2
51183;46541;2
51185;2089;2
51185;5420;2
51185;18462;2
51185;30555;2
51185;39525;2
51185;40713;2
51198;14840;2
51198;19579;2
51198;24381;2
51198;33405;2
51207;11959;2
51207;47110;2
51218;18623;2
51218;26756;2
51221;8739;2
51221;25499;2
51221;28658;2
51221;41843;2
51224;247;2
51224;1807;2
51224;4515;2
51224;9433;2
51224;9495;2
51224;18293;2
51224;19791;2
51224;20536;2
51224;23407;2
51224;24026;2
51224;25815;2
51224;28135;2
51224;29266;2
51224;29553;2
51224;29643;2
51224;33322;2
51224;35647;2
51224;38541;2
51224;40903;2
51224;46564;2
51224;48572;2
51224;49044;2
51237;14731;2
51312;14696;2
51312;16461;2
51312;25881;2
51312;28524;2
51312;36254;2
51313;129469;2
51313;171241;2
51314;23797;2
51314;46509;2
51401;33814;2
51401;39157;2
51401;44677;2
51403;8290;2
51403;20198;2
51441;44151;2
51441;131051;2
51821;21573;2
51821;27430;2
52549;44678;2
52549;47021;2
52549;49083;2
52549;49183;2
52919;7218;2
52919;35828;2
53159;14553;2
53159;14566;2
53159;17231;2
55591;34270;2
55591;83244;2
56669;9169;2
56669;27992;2
57479;107204;2
57479;261754;2
58599;5273;2
58599;6318;2
58599;14007;2
58599;16544;2
58599;40101;2
58599;168025;2
59478;6363;2
59478;23870;2
59478;25320;2
61639;27803;2
61639;242131;2
62474;4534;2
62474;42938;2
63204;14170;2
63204;46000;2
63228;37840;2
63228;45019;2
63452;16907;2
63452;40260;2
64892;18293;2
64892;27803;2
64892;29466;2
64892;192864;2
64892;242131;2
65605;20554;2
65605;147827;2
67053;24932;2
67053;43558;2
70804;15789;2
70804;183640;2
70869;39792;2
70869;47655;2
70958;5749;2
70958;33574;2
71874;19989;2
71874;43998;2
71931;47235;2
71931;99899;2
74575;46688;2
74575;47506;2
74663;24813;2
74663;44388;2
75656;33618;2
75656;258899;2
77353;1978;2
77353;33633;2
81576;13096;2
81576;24964;2
81607;22719;2
81607;27778;2
81760;27290;2
81760;41345;2
82968;16388;2
82968;38390;2
82968;49947;2
83244;8758;2
83244;55591;2
84031;28928;2
84031;203744;2
84385;12706;2
84385;32475;2
84854;2695;2
84854;2704;2
85581;961;2
85581;10059;2
85581;256453;2
87948;106999;2
87948;203744;2
88012;40314;2
88012;99760;2
88537;10706;2
88537;91714;2
89572;28896;2
89572;35928;2
91529;9566;2
91529;10441;2
91529;22446;2
91529;34035;2
91529;41715;2
91714;88537;2
91714;149738;2
92401;39288;2
92401;48110;2
92978;28865;2
92978;214918;2
94040;15388;2
94040;29258;2
94247;31029;2
94247;165379;2
96624;43484;2
96624;48837;2
97415;7446;2
97415;17978;2
97632;4534;2
97632;7611;2
97757;385;2
97757;13385;2
97757;18955;2
97757;31292;2
97757;169164;2
99051;20554;2
99051;35269;2
99538;30994;2
99538;41278;2
99552;7065;2
99552;120558;2
99680;24268;2
99680;186975;2
99760;21898;2
99760;88012;2
99899;10082;2
99899;71931;2
101065;102011;2
101065;113357;2
102011;16681;2
102011;101065;2
102331;13526;2
102331;30501;2
102331;203052;2
102495;22024;2
102495;40776;2
103065;9114;2
103065;16850;2
103512;18426;2
103512;41433;2
106949;12555;2
106949;13327;2
106999;33115;2
106999;87948;2
107204;1673;2
107204;31029;2
107204;32893;2
107204;36840;2
107204;57479;2
107204;158338;2
107204;165379;2
107204;261754;2
109387;23622;2
109387;48777;2
109815;4868;2
109815;147827;2
110174;11036;2
110174;36254;2
112383;28164;2
112383;28658;2
113357;12555;2
113357;101065;2
115488;22354;2
115488;39352;2
116333;3663;2
116333;15370;2
116526;15407;2
116526;207687;2
116526;233973;2
117070;11333;2
117070;28253;2
117323;16163;2
117323;25320;2
117323;37461;2
118166;4250;2
118166;41883;2
118954;6940;2
118954;32057;2
119254;47427;2
119254;47740;2
120260;41348;2
120260;48307;2
120260;190030;2
120558;50227;2
120558;99552;2
120660;17535;2
120660;25334;2
120660;29415;2
120660;32524;2
121355;1290;2
121355;7884;2
123213;5796;2
123213;47783;2
124028;12261;2
124028;50555;2
124317;4543;2
124317;20917;2
125751;4548;2
125751;33058;2
125751;242418;2
129469;47427;2
129469;51313;2
129469;140648;2
130192;6468;2
130192;169399;2
131051;15978;2
131051;51441;2
131113;6999;2
131113;35946;2
132863;23869;2
132863;45974;2
133356;4514;2
133356;7332;2
135017;24404;2
135017;151046;2
135145;1270;2
135145;11604;2
135808;18001;2
135808;38682;2
136392;3005;2
136392;18429;2
137231;35005;2
137231;42938;2
138682;12597;2
138682;25882;2
138682;39373;2
138682;41573;2
139774;12809;2
139774;26988;2
140648;37490;2
140648;47427;2
140648;48817;2
140648;129469;2
140648;142324;2
141083;7200;2
141083;15234;2
141379;47886;2
141379;171241;2
141424;11805;2
141424;40983;2
142324;37490;2
142324;140648;2
144092;21257;2
144092;35053;2
145493;35005;2
145493;42938;2
147035;6620;2
147035;11805;2
147827;65605;2
147827;109815;2
148013;2451;2
148013;24911;2
148302;9050;2
148302;17780;2
149118;16751;2
149118;23853;2
149118;33317;2
149118;38988;2
149118;180092;2
149564;182073;2
149564;186975;2
149738;10995;2
149738;91714;2
150122;8078;2
150122;15624;2
150122;25235;2
150122;226943;2
151046;135017;2
151046;174119;2
152262;21108;2
152262;49143;2
152262;195330;2
152968;813;2
152968;16358;2
156632;23021;2
156632;218103;2
156651;5365;2
156651;10995;2
158338;1673;2
158338;31029;2
160217;10779;2
160217;15975;2
160217;22268;2
161952;34933;2
161952;50048;2
162054;36650;2
162054;45852;2
163857;44071;2
163857;201438;2
165193;513;2
165193;32177;2
165379;31029;2
165379;94247;2
165379;107204;2
165619;5594;2
165619;23537;2
168025;6318;2
168025;58599;2
168730;1945;2
168730;45019;2
169164;385;2
169164;13385;2
169164;15457;2
169164;31292;2
169164;97757;2
169164;203304;2
169164;261754;2
169399;45019;2
169399;130192;2
171241;51313;2
171241;141379;2
172415;10761;2
172415;42649;2
172423;3324;2
172423;25104;2
172976;115;2
172976;45195;2
173637;5796;2
173637;9792;2
173975;15624;2
173975;226943;2
174119;16358;2
174119;151046;2
175646;1594;2
175646;50640;2
177448;42067;2
177448;257340;2
180092;48209;2
180092;149118;2
182073;47659;2
182073;149564;2
182708;8290;2
182708;21206;2
183640;40227;2
183640;70804;2
183928;42150;2
183928;242131;2
186975;99680;2
186975;149564;2
189275;11357;2
189275;28865;2
189275;214918;2
189351;5365;2
189351;218103;2
190030;120260;2
190030;247428;2
190892;12258;2
190892;42793;2
191747;15243;2
191747;37484;2
192134;9880;2
192134;10780;2
192134;12972;2
192134;20814;2
192134;26718;2
192396;2986;2
192396;43757;2
192396;241404;2
192463;2483;2
192463;201191;2
192704;192736;2
192704;209064;2
192736;12955;2
192736;32365;2
192736;192704;2
192736;226336;2
192864;64892;2
192864;242131;2
192986;15789;2
192986;21108;2
194299;13380;2
194299;16358;2
195330;49143;2
195330;152262;2
196256;19459;2
196256;23157;2
197942;41469;2
197942;201438;2
198070;7399;2
198070;20190;2
199501;18926;2
199501;19320;2
201191;5967;2
201191;49613;2
201191;192463;2
201438;163857;2
201438;197942;2
201675;11992;2
201675;261690;2
201776;42483;2
201776;49565;2
202423;23935;2
202423;49508;2
202423;233472;2
203011;2878;2
203011;3517;2
203052;13526;2
203052;30501;2
203052;45766;2
203052;102331;2
203158;47163;2
203158;244455;2
203304;15457;2
203304;36840;2
203304;169164;2
203744;84031;2
203744;87948;2
204409;1977;2
204409;45706;2
206237;41959;2
206237;250880;2
206821;12536;2
206821;12814;2
206821;24693;2
207687;15407;2
207687;116526;2
208607;20937;2
208607;41272;2
209064;192704;2
209064;226336;2
209365;7884;2
209365;20525;2
211293;9557;2
211293;16681;2
211658;27290;2
211658;42294;2
211658;45195;2
212027;9255;2
212027;49065;2
212795;32235;2
212795;42018;2
213735;7757;2
213735;42298;2
213735;46347;2
214762;7581;2
214762;37032;2
214843;17341;2
214918;28865;2
214918;33618;2
214918;92978;2
214918;189275;2
214918;258899;2
217954;17200;2
217954;46278;2
218103;156632;2
218103;189351;2
220245;14588;2
220245;20414;2
220245;32775;2
220245;40926;2
221370;3492;2
221370;257340;2
222120;12613;2
222120;234857;2
225617;645;2
225617;3333;2
225617;12162;2
225617;15925;2
225617;28720;2
225617;35722;2
225617;45264;2
225617;46622;2
226336;192736;2
226336;209064;2
226336;239292;2
226336;250880;2
226880;8359;2
226880;42298;2
226943;150122;2
226943;173975;2
229875;4330;2
229875;8891;2
229875;16401;2
229875;17920;2
229875;49565;2
231142;42525;2
233472;17543;2
233472;202423;2
233973;15407;2
233973;19589;2
233973;116526;2
234857;915;2
234857;222120;2
238009;20525;2
238009;41326;2
239292;226336;2
239292;250880;2
239621;12536;2
239621;21422;2
239621;35708;2
240914;3348;2
240914;27487;2
240914;28490;2
240914;32014;2
240914;38356;2
241056;14577;2
241056;43998;2
241143;115;2
241143;258772;2
241233;7461;2
241233;42067;2
241404;2986;2
241404;192396;2
242131;18293;2
242131;27803;2
242131;42150;2
242131;61639;2
242131;64892;2
242131;183928;2
242131;192864;2
242418;33058;2
242418;125751;2
244455;4379;2
244455;203158;2
245397;6637;2
245397;17092;2
245397;18601;2
245397;24461;2
246257;12413;2
246257;46000;2
246865;1695;2
246865;33919;2
247428;48307;2
247428;190030;2
248224;12033;2
248224;13255;2
249448;5840;2
249448;18962;2
249510;10893;2
249510;47678;2
250880;206237;2
250880;226336;2
250880;239292;2
251660;16982;2
251660;38644;2
253293;66;2
253293;1872;2
256453;1898;2
256453;10059;2
256453;85581;2
257340;42067;2
257340;177448;2
257340;221370;2
258772;18429;2
258772;241143;2
258899;11802;2
258899;33618;2
258899;33739;2
258899;75656;2
258899;214918;2
261298;26675;2
261298;38226;2
261690;40242;2
261690;201675;2
261754;15457;2
261754;36840;2
261754;57479;2
261754;107204;2
261754;169164;2
262044;10350;2
194;21956;3
194;30086;3
291;3986;3
291;19542;3
291;22548;3
291;42656;3
291;49356;3
320;30485;3
320;39927;3
373;22546;3
373;46316;3
507;8632;3
507;47677;3
531;18367;3
531;39791;3
598;21715;3
598;31540;3
725;19677;3
725;41140;3
759;18006;3
808;2656;3
808;12953;3
844;17736;3
844;20998;3
994;3140;3
994;40164;3
1065;15342;3
1133;1133;3
1133;7300;3
1133;12281;3
1163;9011;3
1163;12626;3
1231;2880;3
1231;30332;3
1231;48937;3
1380;32451;3
1385;41465;3
1385;43530;3
1426;13258;3
1426;48217;3
1481;10843;3
1481;23449;3
1593;1593;3
1593;39652;3
1593;43935;3
1593;46796;3
1625;12153;3
1625;28259;3
1625;34764;3
2175;7300;3
2175;28622;3
2484;34142;3
2484;42849;3
2537;7757;3
2537;17690;3
2537;72456;3
2656;808;3
2656;2880;3
2793;13509;3
2793;26344;3
2837;14695;3
2837;20620;3
2837;42656;3
2837;161902;3
2880;1231;3
2880;2656;3
2880;42596;3
2880;48937;3
2951;15869;3
2951;31168;3
2951;33913;3
3140;994;3
3140;18664;3
3498;7132;3
3498;18835;3
3498;32217;3
3498;49630;3
3522;34142;3
3767;29664;3
3767;31457;3
3986;291;3
3986;32573;3
4185;38876;3
4185;39998;3
4251;32625;3
4251;44267;3
4299;12303;3
4299;34544;3
4299;43220;3
4301;10109;3
4301;44153;3
4384;5080;3
4384;7436;3
4384;22509;3
4384;42427;3
4398;4610;3
4398;18006;3
4509;11548;3
4509;50145;3
4597;17289;3
4597;35378;3
4597;36173;3
4610;4398;3
4610;30461;3
4636;26775;3
4636;27777;3
5080;4384;3
5080;31544;3
5300;38699;3
5300;45546;3
5334;31535;3
5334;43634;3
5352;5352;3
5352;7067;3
5352;29725;3
5352;43976;3
5397;5397;3
5397;12281;3
5397;13745;3
5397;25410;3
5397;35082;3
5397;42918;3
5523;6376;3
5523;32625;3
5523;42250;3
5649;24040;3
5649;40860;3
5653;6779;3
5653;14403;3
5719;6779;3
5719;19823;3
5772;19699;3
5772;39563;3
5841;17272;3
5841;35816;3
5848;32102;3
5848;35665;3
6193;24324;3
6193;45433;3
6194;26371;3
6279;7920;3
6279;16241;3
6376;5523;3
6376;9772;3
6534;50442;3
6675;11215;3
6675;27851;3
6776;35633;3
6776;35871;3
6779;5653;3
6779;5719;3
6779;9014;3
6779;35458;3
6855;18664;3
6855;21810;3
6997;8156;3
6997;15792;3
7067;5352;3
7067;26775;3
7067;29725;3
7125;8582;3
7125;37895;3
7125;42945;3
7125;115099;3
7132;3498;3
7132;48582;3
7300;1133;3
7300;2175;3
7300;31322;3
7300;35458;3
7300;42945;3
7300;47462;3
7421;34492;3
7421;41437;3
7436;4384;3
7458;7458;3
7458;27197;3
7458;35082;3
7458;35743;3
7458;38648;3
7458;48582;3
7508;42319;3
7568;7568;3
7568;20634;3
7568;33060;3
7580;33050;3
7580;49626;3
7757;2537;3
7757;7757;3
7757;14170;3
7757;45143;3
7916;23017;3
7916;29635;3
7916;42250;3
7920;6279;3
7920;12303;3
7920;21191;3
7920;28894;3
7920;39563;3
8032;42250;3
8032;48219;3
8116;13258;3
8116;50899;3
8156;6997;3
8156;48217;3
8255;22356;3
8255;36398;3
8360;28894;3
8360;39563;3
8463;30232;3
8463;38751;3
8554;21751;3
8554;39278;3
8582;7125;3
8582;35735;3
8582;35743;3
8582;48020;3
8632;507;3
8632;12303;3
8827;8827;3
8827;10977;3
8827;13725;3
8827;14649;3
8827;41437;3
8995;17736;3
8995;38290;3
9007;16549;3
9007;35000;3
9011;1163;3
9011;41082;3
9014;6779;3
9014;35458;3
9028;20532;3
9028;35735;3
9028;35743;3
9032;47492;3
9032;49630;3
9056;9225;3
9056;13258;3
9056;183138;3
9225;9056;3
9225;25410;3
9684;9772;3
9684;16192;3
9684;20532;3
9684;35735;3
9688;12153;3
9688;29738;3
9703;27423;3
9772;6376;3
9772;9684;3
9861;26372;3
9861;42656;3
9862;18467;3
9862;21715;3
10028;19949;3
10028;34450;3
10109;4301;3
10109;18367;3
10109;30461;3
10110;25881;3
10110;37627;3
10202;25380;3
10202;35879;3
10756;24315;3
10756;40447;3
10788;44164;3
10788;49356;3
10843;1481;3
10843;20998;3
10848;34572;3
10848;46771;3
10918;21586;3
10918;48101;3
10977;8827;3
10977;10977;3
10977;36382;3
11215;6675;3
11215;23543;3
11341;13621;3
11341;30353;3
11548;4509;3
11548;26371;3
11684;12708;3
11684;24900;3
11784;19949;3
11784;40648;3
11946;11946;3
11946;50009;3
11979;13621;3
11979;41569;3
12052;23017;3
12052;49070;3
12135;41140;3
12135;47221;3
12153;1625;3
12153;9688;3
12162;26062;3
12281;1133;3
12281;5397;3
12281;12281;3
12281;23871;3
12281;42795;3
12281;42918;3
12281;49377;3
12303;4299;3
12303;7920;3
12303;8632;3
12303;39563;3
12303;44087;3
12495;39932;3
12507;24686;3
12507;110674;3
12626;1163;3
12626;29288;3
12678;29683;3
12678;39687;3
12690;39977;3
12690;228492;3
12708;11684;3
12708;12708;3
12708;35449;3
12764;22447;3
12764;34946;3
12805;42849;3
12805;44249;3
12868;13248;3
12953;808;3
12953;46226;3
12976;12976;3
12976;36382;3
12976;47835;3
13248;12868;3
13248;26703;3
13258;1426;3
13258;8116;3
13258;9056;3
13258;13258;3
13258;19542;3
13258;183138;3
13265;20464;3
13265;35879;3
13509;2793;3
13509;30353;3
13547;30200;3
13547;47835;3
13594;15111;3
13594;37923;3
13615;13615;3
13615;13947;3
13615;34487;3
13621;11341;3
13621;11979;3
13658;15074;3
13658;31639;3
13725;8827;3
13745;5397;3
13745;32223;3
13745;37895;3
13947;13615;3
13947;13947;3
13947;17541;3
14036;35378;3
14036;39609;3
14127;21810;3
14127;31535;3
14170;14170;3
14170;23020;3
14170;45143;3
14403;5653;3
14403;36512;3
14550;19516;3
14550;39977;3
14649;8827;3
14695;2837;3
14695;39791;3
14838;32347;3
14838;39759;3
15074;13658;3
15074;43875;3
15111;13594;3
15111;43946;3
15342;1065;3
15342;56274;3
15613;30971;3
15613;42919;3
15686;34450;3
15686;40860;3
15792;6997;3
15792;15792;3
15792;31964;3
15869;2951;3
15869;18139;3
15907;16241;3
15907;35851;3
15938;40516;3
15938;48252;3
16094;21587;3
16094;46316;3
16192;9684;3
16192;16192;3
16192;18046;3
16192;20348;3
16192;32625;3
16192;38862;3
16192;45024;3
16241;6279;3
16241;15907;3
16549;9007;3
16549;49608;3
16920;30332;3
16920;32927;3
16920;49616;3
17068;17068;3
17068;26062;3
17068;28144;3
17272;5841;3
17272;44153;3
17289;4597;3
17289;22866;3
17347;20603;3
17347;28622;3
17541;13947;3
17541;17541;3
17541;23003;3
17635;28622;3
17635;37627;3
17690;2537;3
17690;110674;3
17736;844;3
17736;8995;3
17736;25926;3
17739;30669;3
17739;34182;3
17739;35077;3
17866;17866;3
17866;43009;3
17866;43875;3
17890;27342;3
17890;36989;3
18006;759;3
18006;4398;3
18045;27197;3
18045;47492;3
18046;16192;3
18046;40127;3
18139;15869;3
18139;39219;3
18367;531;3
18367;10109;3
18422;44808;3
18422;51294;3
18467;9862;3
18467;45024;3
18664;3140;3
18664;6855;3
18664;18664;3
18835;3498;3
18835;32238;3
19176;25881;3
19176;30232;3
19516;14550;3
19542;291;3
19542;13258;3
19677;725;3
19677;23566;3
19699;5772;3
19699;33810;3
19823;5719;3
19823;39219;3
19949;10028;3
19949;11784;3
20055;20055;3
20055;22866;3
20055;28144;3
20299;43634;3
20299;227377;3
20348;16192;3
20348;35458;3
20348;35735;3
20464;13265;3
20464;33742;3
20532;9028;3
20532;9684;3
20532;27028;3
20532;27197;3
20532;35735;3
20532;47492;3
20603;17347;3
20603;31322;3
20620;2837;3
20620;22096;3
20620;33623;3
20620;49377;3
20634;7568;3
20634;20634;3
20634;34487;3
20981;40835;3
20998;844;3
20998;10843;3
21007;44092;3
21044;33679;3
21044;42949;3
21083;25276;3
21083;49608;3
21191;7920;3
21191;23017;3
21191;44082;3
21311;43946;3
21311;47260;3
21586;10918;3
21586;46321;3
21587;16094;3
21587;47221;3
21614;34508;3
21614;40004;3
21715;598;3
21715;9862;3
21751;8554;3
21810;6855;3
21810;14127;3
21956;194;3
21956;27855;3
22096;20620;3
22096;29173;3
22119;25516;3
22119;32573;3
22331;26777;3
22331;39932;3
22356;8255;3
22356;29738;3
22405;30363;3
22405;35082;3
22447;12764;3
22447;40835;3
22509;4384;3
22509;35000;3
22546;373;3
22546;33973;3
22548;291;3
22548;35835;3
22866;17289;3
22866;20055;3
22866;22866;3
22977;33742;3
22977;41111;3
22977;228492;3
23003;17541;3
23003;31639;3
23017;7916;3
23017;12052;3
23017;21191;3
23017;29635;3
23017;35084;3
23017;44082;3
23020;7757;3
23449;1481;3
23449;29097;3
23504;32102;3
23507;48937;3
23543;11215;3
23543;32505;3
23547;24315;3
23547;32347;3
23566;19677;3
23566;36993;3
23577;24900;3
23577;48466;3
23578;44269;3
23578;227377;3
23690;23690;3
23690;31964;3
23737;33817;3
23737;39652;3
23871;12281;3
23871;47462;3
23989;49981;3
23989;179201;3
24040;5649;3
24040;24044;3
24044;24040;3
24044;29271;3
24315;10756;3
24315;23547;3
24324;6193;3
24324;39927;3
24578;27779;3
24578;56274;3
24686;12507;3
24686;27779;3
24800;40260;3
24800;54329;3
24900;11684;3
24900;23577;3
25276;21083;3
25276;50616;3
25303;31540;3
25303;37877;3
25303;42596;3
25303;45024;3
25303;50848;3
25380;10202;3
25380;25380;3
25380;37188;3
25410;5397;3
25410;9225;3
25410;42918;3
25500;28261;3
25500;43976;3
25515;30789;3
25515;34764;3
25516;22119;3
25516;35665;3
25525;43009;3
25881;10110;3
25881;19176;3
25926;17736;3
25926;41749;3
26062;12162;3
26062;17068;3
26119;32505;3
26119;44267;3
26344;2793;3
26344;42427;3
26371;6194;3
26371;11548;3
26372;9861;3
26372;42943;3
26703;13248;3
26703;26837;3
26775;4636;3
26775;7067;3
26777;22331;3
26777;28622;3
26837;26703;3
26837;42919;3
27028;20532;3
27028;47470;3
27197;7458;3
27197;18045;3
27197;20532;3
27197;35743;3
27342;17890;3
27342;38294;3
27369;33514;3
27369;41142;3
27423;33260;3
27777;4636;3
27777;35664;3
27779;24578;3
27779;24686;3
27851;6675;3
27851;34946;3
27855;21956;3
27855;50616;3
28144;17068;3
28144;20055;3
28163;41570;3
28207;34186;3
28207;44398;3
28241;35816;3
28241;49054;3
28259;1625;3
28261;25500;3
28261;36398;3
28622;2175;3
28622;17347;3
28622;17635;3
28622;26777;3
28894;7920;3
28894;8360;3
29043;33060;3
29043;48466;3
29096;30971;3
29096;35633;3
29097;23449;3
29097;36943;3
29173;22096;3
29173;42795;3
29271;25380;3
29271;29271;3
29288;12626;3
29288;41749;3
29611;136423;3
29635;7916;3
29635;23017;3
29635;39602;3
29664;3767;3
29664;29725;3
29680;29683;3
29680;49626;3
29683;12678;3
29683;29680;3
29725;5352;3
29725;29664;3
29725;29725;3
29738;9688;3
29738;22356;3
29859;14036;3
29859;31762;3
29968;31544;3
29968;38290;3
30086;194;3
30086;31347;3
30200;13547;3
30232;8463;3
30232;19176;3
30332;1231;3
30332;16920;3
30353;11341;3
30353;13509;3
30353;33679;3
30363;22405;3
30363;38648;3
30363;48582;3
30443;32647;3
30443;34874;3
