"ori_node";"des_node";"ori_layer"
18955;20293;2
18955;31292;2
18955;97757;2
18956;3438;2
18956;38738;2
18957;20296;2
18957;27240;2
18957;34631;2
18962;5840;2
18962;7398;2
18962;8827;2
18962;9544;2
18962;9958;2
18962;12972;2
18962;17535;2
18962;24137;2
18962;26718;2
18962;30922;2
18962;31481;2
18962;35458;2
18962;35928;2
18962;37154;2
18962;43634;2
18962;44159;2
18962;49603;2
18962;249448;2
18975;17939;2
18975;42263;2
18978;1978;2
18978;29212;2
18990;2029;2
18990;37490;2
19015;5739;2
19015;8438;2
19015;13156;2
19015;28519;2
19015;34868;2
19026;27567;2
19026;36251;2
19026;40298;2
19026;45767;2
19026;49314;2
19030;1297;2
19030;9323;2
19038;2879;2
19038;3310;2
19038;3921;2
19038;44423;2
19056;7485;2
19056;9228;2
19071;7046;2
19071;27382;2
19071;43943;2
19110;2431;2
19117;15393;2
19117;25029;2
19117;30043;2
19172;16388;2
19172;24751;2
19196;4467;2
19196;16401;2
19234;11652;2
19234;16498;2
19234;40508;2
19254;37417;2
19254;43109;2
19294;513;2
19294;12702;2
19294;18667;2
19294;37047;2
19320;30704;2
19320;199501;2
19330;26116;2
19333;43501;2
19333;44502;2
19365;8569;2
19365;15243;2
19398;11571;2
19398;28135;2
19445;636;2
19445;17510;2
19459;9516;2
19459;22098;2
19459;23157;2
19459;23450;2
19459;35358;2
19459;196256;2
19516;2760;2
19516;12690;2
19516;19584;2
19516;22872;2
19516;30363;2
19516;33013;2
19519;10766;2
19519;42147;2
19522;12192;2
19522;45434;2
19579;5590;2
19579;24381;2
19579;33405;2
19579;51198;2
19584;2760;2
19584;19516;2
19584;23540;2
19584;34317;2
19589;233973;2
19615;5198;2
19615;10775;2
19632;8396;2
19632;25815;2
19632;37772;2
19632;46771;2
19632;48628;2
19633;8290;2
19633;10297;2
19633;20725;2
19633;37358;2
19699;5772;2
19699;33810;2
19713;1;2
19713;26632;2
19713;39929;2
19715;1902;2
19715;4480;2
19715;8859;2
19715;12690;2
19791;23925;2
19791;51224;2
19863;1943;2
19863;9850;2
19863;17812;2
19863;21758;2
19924;1899;2
19924;50522;2
19967;1236;2
19967;41096;2
19980;2258;2
19980;2808;2
19980;7090;2
19980;28919;2
19980;30128;2
19980;31310;2
19980;34801;2
19980;42604;2
19983;20150;2
19983;32271;2
19984;16907;2
19984;35055;2
19989;35151;2
19989;71874;2
20036;9513;2
20036;27199;2
20037;27115;2
20037;39653;2
20085;23545;2
20085;32271;2
20107;12413;2
20107;33770;2
20107;36465;2
20107;48247;2
20123;3958;2
20123;4342;2
20123;5080;2
20123;40903;2
20147;3958;2
20147;5422;2
20147;21866;2
20147;30188;2
20147;40903;2
20150;19983;2
20150;48465;2
20151;21998;2
20165;29517;2
20165;39259;2
20165;41580;2
20168;13021;2
20168;41352;2
20190;3921;2
20190;7399;2
20190;44423;2
20190;198070;2
20198;8290;2
20198;38938;2
20198;51403;2
20201;26104;2
20201;30231;2
20201;50355;2
20249;608;2
20249;40903;2
20285;37970;2
20285;38099;2
20293;7432;2
20293;8108;2
20293;9042;2
20293;9626;2
20293;10761;2
20293;14553;2
20293;17231;2
20293;21395;2
20293;21960;2
20293;24911;2
20293;50924;2
20296;5408;2
20296;18957;2
20296;32059;2
20296;47217;2
20325;4392;2
20325;7332;2
20346;249;2
20346;18624;2
20346;25881;2
20346;28524;2
20346;28622;2
20346;41580;2
20375;349;2
20375;6799;2
20382;42660;2
20397;58;2
20397;7458;2
20397;23690;2
20397;24535;2
20397;31956;2
20397;38319;2
20400;1807;2
20400;15496;2
20400;38542;2
20414;6055;2
20414;14588;2
20414;36481;2
20414;220245;2
20474;15039;2
20474;34697;2
20485;9513;2
20485;13167;2
20485;27199;2
20485;47496;2
20497;21051;2
20497;23685;2
20498;18002;2
20498;48777;2
20525;209365;2
20525;238009;2
20536;5590;2
20536;29266;2
20536;51224;2
20549;11801;2
20549;15927;2
20549;39573;2
20554;65605;2
20554;99051;2
20685;13443;2
20685;15407;2
20685;27700;2
20722;34388;2
20725;8290;2
20725;19633;2
20751;4704;2
20751;4760;2
20814;26718;2
20814;192134;2
20817;12255;2
20817;17094;2
20879;18615;2
20879;35783;2
20890;11991;2
20890;35243;2
20893;28489;2
20893;35722;2
20893;46270;2
20904;23990;2
20904;47812;2
20917;31287;2
20917;124317;2
20937;22929;2
20937;208607;2
20945;12779;2
20945;17092;2
20945;24461;2
20945;38938;2
20954;31956;2
20954;35783;2
20981;13050;2
20981;32933;2
20981;34946;2
20981;35458;2
20981;37496;2
20981;40835;2
20981;48219;2
20998;10843;2
20998;28163;2
21024;10893;2
21024;18926;2
21036;1236;2
21036;27511;2
21038;12597;2
21038;16388;2
21038;23471;2
21038;25625;2
21038;29202;2
21038;35458;2
21038;35722;2
21038;40624;2
21038;50803;2
21046;27200;2
21046;33514;2
21047;21696;2
21047;23240;2
21051;20497;2
21051;34211;2
21100;3612;2
21100;22280;2
21100;28464;2
21100;50339;2
21108;15789;2
21108;49143;2
21108;152262;2
21108;192986;2
21164;7458;2
21164;29778;2
21164;35082;2
21164;45782;2
21206;3607;2
21206;8290;2
21206;10267;2
21206;21206;2
21206;182708;2
21211;13097;2
21211;47439;2
21215;48282;2
21215;48585;2
21217;17888;2
21217;23668;2
21242;14007;2
21242;22080;2
21257;4598;2
21257;9930;2
21257;12281;2
21257;13082;2
21257;22331;2
21257;26612;2
21257;26777;2
21257;30259;2
21257;31874;2
21257;35053;2
21257;144092;2
21316;50355;2
21395;12288;2
21395;20293;2
21422;11959;2
21422;12536;2
21422;14911;2
21422;27642;2
21422;35708;2
21422;37047;2
21422;43633;2
21422;44859;2
21422;239621;2
21454;23853;2
21454;48209;2
21488;6500;2
21488;10407;2
21492;4548;2
21492;33058;2
21492;38390;2
21500;34325;2
21500;38541;2
21503;30710;2
21503;36376;2
21515;14651;2
21515;22446;2
21515;37026;2
21517;23389;2
21517;36400;2
21551;23157;2
21551;48724;2
21573;50895;2
21573;51821;2
21600;6704;2
21600;41469;2
21600;44071;2
21602;24218;2
21602;44468;2
21628;16388;2
21628;24227;2
21628;43758;2
21628;45340;2
21635;34872;2
21635;34938;2
21635;37748;2
21648;7564;2
21665;4191;2
21665;26574;2
21666;915;2
21666;30473;2
21686;13069;2
21686;42150;2
21696;21047;2
21696;33810;2
21708;27430;2
21708;40174;2
21728;3597;2
21728;28709;2
21731;40052;2
21731;46217;2
21758;1943;2
21758;9850;2
21758;10297;2
21758;17812;2
21758;19863;2
21758;37358;2
21797;26574;2
21797;28471;2
21825;44457;2
21825;48348;2
21860;3627;2
21860;6877;2
21860;10994;2
21860;13162;2
21860;21998;2
21860;22094;2
21860;33890;2
21860;41224;2
21863;3258;2
21863;12707;2
21863;17982;2
21863;46973;2
21866;3958;2
21866;11604;2
21866;20147;2
21866;22508;2
21866;30570;2
21866;36943;2
21898;8280;2
21898;24234;2
21898;99760;2
21935;25338;2
21935;45239;2
21960;7432;2
21960;12168;2
21960;50924;2
21998;12852;2
21998;13162;2
21998;15393;2
21998;20151;2
21998;21860;2
21998;22094;2
21998;23368;2
21998;47235;2
22018;25882;2
22018;41573;2
22024;2178;2
22024;40776;2
22024;102495;2
22034;3628;2
22034;24269;2
22054;1594;2
22080;21242;2
22080;24964;2
22082;1807;2
22082;33576;2
22094;12852;2
22094;13162;2
22094;15393;2
22094;21998;2
22098;9516;2
22098;19459;2
22098;30781;2
22145;25411;2
22145;37499;2
22170;40107;2
22263;10348;2
22263;51104;2
22268;1112;2
22268;160217;2
22272;811;2
22272;5002;2
22272;35082;2
22272;48374;2
22272;48585;2
22279;15091;2
22279;15792;2
22280;3612;2
22280;21100;2
22280;28239;2
22280;30316;2
22280;50339;2
22298;608;2
22298;30595;2
22298;35647;2
22298;40903;2
22304;636;2
22304;1234;2
22304;7398;2
22304;34601;2
22304;37570;2
22307;12678;2
22307;27200;2
22307;34450;2
22307;38732;2
22331;843;2
22331;2837;2
22331;4598;2
22331;12281;2
22331;21257;2
22331;24142;2
22331;30259;2
22331;32412;2
22331;35053;2
22354;23304;2
22354;115488;2
22429;12495;2
22429;33225;2
22446;9566;2
22446;10441;2
22446;16388;2
22446;21515;2
22446;37026;2
22446;41715;2
22446;91529;2
22447;12764;2
22447;40835;2
22457;40733;2
22457;44078;2
22463;570;2
22463;25625;2
22463;33030;2
22463;35458;2
22463;45149;2
22479;2837;2
22479;43119;2
22508;9600;2
22508;21866;2
22508;36943;2
22508;42410;2
22509;3530;2
22509;5080;2
22583;7679;2
22583;8891;2
22604;2014;2
22604;8573;2
22604;9961;2
22604;10761;2
22604;24813;2
22604;26466;2
22604;32671;2
22604;34604;2
22604;39358;2
22605;11200;2
22605;31444;2
22652;29841;2
22652;40903;2
22658;1899;2
22658;48070;2
22694;27199;2
22694;28785;2
22717;4188;2
22717;33574;2
22717;46942;2
22719;16595;2
22719;27778;2
22719;81607;2
22723;5942;2
22723;8931;2
22723;12707;2
22723;25930;2
22830;7186;2
22830;8758;2
22830;33950;2
22830;40529;2
22830;42652;2
22856;2708;2
22856;12763;2
22870;41079;2
22870;44659;2
22872;19516;2
22872;26411;2
22872;31640;2
22888;28919;2
22888;34801;2
22929;20937;2
22929;47892;2
23021;4590;2
23021;156632;2
23024;5328;2
23024;43634;2
23052;13097;2
23052;41040;2
23055;1828;2
23055;13471;2
23055;48687;2
23103;647;2
23103;36778;2
23116;649;2
23116;39352;2
23143;36294;2
23143;40095;2
23157;19459;2
23157;21551;2
23157;43114;2
23157;48724;2
23157;196256;2
23159;23802;2
23239;7384;2
23239;41726;2
23240;21047;2
23240;23284;2
23240;34874;2
23250;18666;2
23250;49914;2
23284;23240;2
23284;37342;2
23301;26332;2
23301;44078;2
23302;5290;2
23302;49945;2
23304;2089;2
23304;6769;2
23304;22354;2
23304;49603;2
23342;16355;2
23342;22280;2
23342;30316;2
23342;47392;2
23348;26777;2
23348;28524;2
23348;28622;2
23348;40253;2
23358;4355;2
23358;9370;2
23358;11954;2
23358;14588;2
23358;27240;2
23358;41098;2
23358;43634;2
23368;8076;2
23368;10974;2
23368;11742;2
23368;21998;2
23368;34655;2
23368;41040;2
23389;21517;2
23389;36400;2
23407;816;2
23407;9433;2
23407;30453;2
23407;46654;2
23407;51224;2
23450;14229;2
23450;16388;2
23450;19459;2
23450;33053;2
23450;35358;2
23450;36028;2
23450;36378;2
23450;47422;2
23468;9910;2
23468;44935;2
23471;570;2
23471;7398;2
23471;21038;2
23471;25625;2
23471;25882;2
23471;28682;2
23471;34089;2
23471;35458;2
23471;37496;2
23471;40624;2
23471;41573;2
23471;45203;2
23471;45264;2
23506;6159;2
23506;9907;2
23523;9429;2
23523;49732;2
23537;47217;2
23537;165619;2
23540;10368;2
23540;19584;2
23543;11215;2
23543;32505;2
23545;20085;2
23545;28689;2
23566;10918;2
23566;35313;2
23566;48101;2
23622;2483;2
23622;48777;2
23622;109387;2
23668;21217;2
23668;24799;2
23669;27141;2
23669;38473;2
23669;40004;2
23672;2667;2
23672;18609;2
23685;6789;2
23685;20497;2
23690;811;2
23690;7458;2
23690;16158;2
23690;18447;2
23690;20397;2
23690;22272;2
23690;34600;2
23690;35082;2
23690;48253;2
23797;9323;2
23797;44156;2
23797;51314;2
23802;23159;2
23802;26774;2
23802;46278;2
23823;12442;2
23823;48571;2
23853;7398;2
23853;16388;2
23853;16751;2
23853;21454;2
23853;24084;2
23853;24812;2
23853;25882;2
23853;35313;2
23853;36509;2
23853;38988;2
23853;41573;2
23853;149118;2
23868;4529;2
23868;5967;2
23868;48742;2
23869;10761;2
23869;12765;2
23869;44066;2
23869;47786;2
23869;132863;2
23870;6363;2
23870;59478;2
23871;16863;2
23871;30999;2
23882;49361;2
23921;34325;2
23921;46461;2
23921;50929;2
23925;247;2
23925;17708;2
23925;19791;2
23935;17543;2
23935;49508;2
23935;202423;2
23935;233472;2
23964;8142;2
23964;45432;2
23964;49170;2
23986;5797;2
23986;41433;2
23990;3517;2
23990;20904;2
24026;4387;2
24026;51224;2
24054;638;2
24054;35789;2
24054;37853;2
24084;16388;2
24084;23853;2
24084;29425;2
24137;12653;2
24137;18962;2
24137;26699;2
24137;31481;2
24137;37154;2
24142;843;2
24142;22331;2
24142;35373;2
24142;41890;2
24143;3921;2
24143;38988;2
24143;39680;2
24175;11200;2
24175;31744;2
24193;4901;2
24193;45264;2
24218;18634;2
24218;21602;2
24227;16388;2
24227;21628;2
24227;38478;2
24234;6363;2
24234;21898;2
24268;36161;2
24268;99680;2
24269;22034;2
24269;35446;2
24270;18634;2
24270;44066;2
24329;7398;2
24329;41901;2
24329;48111;2
24332;33976;2
24332;50244;2
24337;33888;2
24337;34448;2
24363;10435;2
24363;27419;2
24372;708;2
24372;4670;2
24372;6367;2
24372;25451;2
24372;33602;2
24372;48882;2
24381;14840;2
24381;16578;2
24381;18623;2
24381;19579;2
24381;51198;2
24404;10146;2
24404;135017;2
24439;1176;2
24439;8189;2
24439;43369;2
24461;6637;2
24461;12779;2
24461;17092;2
24461;18601;2
24461;245397;2
24535;6534;2
24535;15091;2
24535;15792;2
24535;20397;2
24535;33700;2
24538;13566;2
24538;48883;2
24555;9098;2
24555;30078;2
24620;10230;2
24620;37905;2
24693;1456;2
24693;206821;2
24695;29725;2
24695;30973;2
24695;33838;2
24695;46475;2
24695;51183;2
24751;16388;2
24751;19172;2
24751;31404;2
24751;47536;2
24751;50495;2
24752;4704;2
24752;9910;2
24752;12528;2
24752;12774;2
24752;17171;2
24752;18664;2
24752;27780;2
24798;2097;2
24798;16984;2
24799;1478;2
24799;23668;2
24812;12554;2
24812;16388;2
24812;23853;2
24812;35313;2
24813;2014;2
24813;10146;2
24813;10761;2
24813;39358;2
24813;74663;2
24822;11088;2
24822;41096;2
24888;29440;2
24888;42341;2
24911;17231;2
24911;20293;2
24911;148013;2
24921;334;2
24921;30932;2
24921;35928;2
24932;17665;2
24932;31481;2
24932;47684;2
24932;48515;2
24932;67053;2
24938;29517;2
24938;48932;2
24964;5273;2
24964;8561;2
24964;14007;2
24964;22080;2
24964;30883;2
24964;36378;2
24964;81576;2
24995;17907;2
24995;28539;2
24995;41352;2
24995;43634;2
24995;49914;2
25029;15393;2
25029;19117;2
25042;29204;2
25042;32723;2
25042;39227;2
25083;25882;2
25083;46912;2
25104;3324;2
25104;9516;2
25104;36938;2
25104;172423;2
25235;8078;2
25235;150122;2
25275;33115;2
25275;33759;2
25286;41272;2
25286;50227;2
25294;6343;2
25294;45546;2
25320;59478;2
25320;117323;2
25334;5824;2
25334;17535;2
25334;40773;2
25334;120660;2
25338;21935;2
25338;31358;2
25343;38041;2
25363;28135;2
25363;46564;2
25380;1943;2
25380;2523;2
25380;4480;2
25380;9685;2
25380;11542;2
25380;13745;2
25380;16766;2
25380;17423;2
25380;18421;2
25380;27200;2
25380;30363;2
25380;35082;2
25380;37358;2
25380;38738;2
25380;39838;2
25380;40739;2
25380;41487;2
25380;48282;2
25380;50552;2
25410;8116;2
25410;29173;2
25411;10994;2
25411;22145;2
25411;37499;2
25417;28260;2
25417;41326;2
25421;16230;2
25421;38143;2
25451;4670;2
25451;24372;2
25451;33602;2
25475;11167;2
25475;40031;2
25497;46818;2
25497;49206;2
25499;28658;2
25499;41843;2
25499;51221;2
25532;17727;2
25532;18911;2
25542;6385;2
25542;38129;2
25580;3628;2
25580;45699;2
25621;31230;2
25621;47217;2
25625;570;2
25625;7398;2
25625;10441;2
25625;21038;2
25625;22463;2
25625;23471;2
25625;33030;2
25625;35458;2
25625;37496;2
25625;41573;2
25688;5334;2
25688;5631;2
25815;247;2
25815;816;2
25815;1807;2
25815;6500;2
25815;6777;2
25815;19632;2
25815;33405;2
25815;48572;2
25815;48628;2
25815;51224;2
25881;18624;2
25881;20346;2
25882;570;2
25882;12597;2
25882;14170;2
25882;22018;2
25882;23471;2
25882;23853;2
25882;25083;2
25882;25625;2
25882;30122;2
25882;30731;2
25882;31321;2
25882;35458;2
25882;37496;2
25882;40760;2
25882;41573;2
25882;46912;2
25903;925;2
25903;7082;2
25903;11009;2
25922;6232;2
25922;40350;2
25930;2760;2
25930;8931;2
25930;22723;2
25930;47812;2
26018;3268;2
26018;48068;2
26052;17150;2
26052;48361;2
26071;13962;2
26071;27382;2
26104;20201;2
26104;30231;2
26107;26198;2
26107;28135;2
26116;19330;2
26116;35134;2
26119;32505;2
26119;40127;2
26198;906;2
26198;4515;2
26198;26107;2
26198;28135;2
26219;2467;2
26219;2837;2
26219;8020;2
26219;33225;2
26219;33257;2
26244;6055;2
26244;8767;2
26314;32178;2
26314;40257;2
26332;23301;2
26332;36267;2
26411;9685;2
26411;45998;2
26466;9961;2
26466;10761;2
26466;22604;2
26466;24813;2
26466;31946;2
26466;39358;2
26481;4480;2
26481;12678;2
26481;43846;2
26481;48282;2
26522;334;2
26522;30932;2
26574;21665;2
26574;21797;2
26574;28471;2
26574;31636;2
26612;13082;2
26612;21257;2
26618;4640;2
26618;29815;2
26632;19713;2
26632;39929;2
26635;80;2
26635;50889;2
26675;11603;2
26675;38226;2
26675;42622;2
26675;261298;2
26699;6385;2
26699;24137;2
26699;38129;2
26709;3333;2
26709;4901;2
26710;5797;2
26710;11626;2
26710;11946;2
26710;14170;2
26710;31158;2
26710;38541;2
26710;38707;2
26710;43491;2
26710;45739;2
26718;2178;2
26718;12972;2
26718;14170;2
26718;17535;2
26718;17978;2
26718;18962;2
26718;20814;2
26718;32524;2
26718;34325;2
26718;38541;2
26718;38707;2
26718;192134;2
26756;18623;2
26756;42594;2
26756;51218;2
26771;961;2
26771;16308;2
26773;2760;2
26773;11801;2
26773;35540;2
26774;13944;2
26774;23802;2
26777;6245;2
26777;6612;2
26777;12281;2
26777;23348;2
26777;32412;2
26777;36634;2
26777;39932;2
26777;41470;2
26895;13842;2
26895;14229;2
26988;1201;2
26988;31747;2
26988;139774;2
27020;15903;2
27020;32348;2
27020;38446;2
27020;40101;2
27023;11442;2
27023;30883;2
27115;16225;2
27115;20037;2
27133;962;2
27133;7461;2
27133;8773;2
27133;33814;2
27133;42067;2
27141;23669;2
27141;38473;2
27192;4919;2
27192;7300;2
27192;28622;2
27192;39490;2
27199;20036;2
27199;20485;2
27199;22694;2
27199;36726;2
27199;47496;2
27199;48636;2
27200;2676;2
27200;7458;2
27200;7980;2
27200;8142;2
27200;9323;2
27200;10548;2
27200;12678;2
27200;16766;2
27200;21046;2
27200;22307;2
27200;25380;2
27200;26481;2
27200;33514;2
27200;33810;2
27200;34450;2
27200;34874;2
27200;35084;2
27200;35134;2
27200;35504;2
27200;37770;2
27200;42049;2
27200;44156;2
27200;47492;2
27200;49630;2
27221;8730;2
27221;42938;2
27240;5334;2
27240;9370;2
27240;13640;2
27240;18957;2
27240;32271;2
27240;43634;2
27290;81760;2
27290;211658;2
27382;3963;2
27382;5797;2
27382;7046;2
27382;13962;2
27382;16908;2
27382;26071;2
27382;43943;2
27382;45741;2
27419;24363;2
27419;49569;2
27430;9470;2
27430;11542;2
27430;21708;2
27430;29778;2
27430;31888;2
27430;36433;2
27430;51821;2
27487;11927;2
27487;240914;2
27511;10275;2
27511;21036;2
27567;19026;2
27567;37571;2
27636;30933;2
27636;48352;2
27637;41348;2
27637;48837;2
27642;21422;2
27642;35708;2
27642;239621;2
27673;17490;2
27673;39792;2
27699;915;2
27699;12956;2
27699;34872;2
27700;1969;2
27700;20685;2
27700;29400;2
27700;48408;2
27700;50640;2
27700;50958;2
27778;12155;2
27778;22719;2
27778;28846;2
27778;41278;2
27778;81607;2
27780;4704;2
27780;4760;2
27780;24752;2
27803;13144;2
27803;18293;2
27803;42150;2
27803;45116;2
27803;61639;2
27803;64892;2
27803;242131;2
27851;6675;2
27851;34946;2
27857;5749;2
27857;12598;2
27943;24137;2
27943;37154;2
27943;42525;2
27943;49979;2
27992;12281;2
27992;15216;2
27992;17777;2
27992;32698;2
27992;56669;2
28003;8194;2
28003;30128;2
28041;5080;2
28041;9354;2
28041;9649;2
28041;38628;2
28041;41457;2
28046;42078;2
28046;50643;2
28054;10644;2
28054;45264;2
28102;43407;2
28102;50231;2
28124;4437;2
28124;48437;2
28132;29383;2
28132;46224;2
28135;11571;2
28135;19398;2
28135;25363;2
28135;26107;2
28135;26198;2
28135;51224;2
28158;16585;2
28158;46199;2
28163;20998;2
28164;28658;2
28164;37842;2
28164;47459;2
28164;112383;2
28204;11186;2
28204;18547;2
28239;22280;2
28239;28624;2
28239;45429;2
28239;48883;2
28253;31481;2
28253;117070;2
28260;6656;2
28260;25417;2
28337;4919;2
28337;44715;2
28368;549;2
28368;18680;2
28376;2523;2
28376;3438;2
28461;6446;2
28461;7588;2
28461;18174;2
28461;29286;2
28461;43221;2
28464;77;2
28464;2141;2
28464;5973;2
28464;30668;2
28464;48179;2
28464;50339;2
28471;21797;2
28471;26574;2
28471;33238;2
28489;20893;2
28489;35722;2
28490;3348;2
28490;240914;2
28517;29725;2
28517;40760;2
28517;43109;2
28517;48904;2
28519;5739;2
28519;9217;2
28519;10367;2
28519;16192;2
28519;19015;2
28519;33667;2
28519;42467;2
28520;7382;2
28520;17847;2
28524;20346;2
28524;23348;2
28524;28622;2
28538;9868;2
28538;41501;2
28538;50506;2
28539;24995;2
28539;43634;2
28558;2097;2
28558;11652;2
28622;249;2
28622;4663;2
28622;4919;2
28622;7300;2
28622;12582;2
28622;20346;2
28622;23348;2
28622;25881;2
28622;27192;2
28622;28524;2
28622;29517;2
28622;39490;2
28622;48562;2
28624;12960;2
28624;17907;2
28624;28239;2
28624;43634;2
28624;45429;2
28658;25499;2
28658;28164;2
28658;41843;2
28658;51221;2
28658;112383;2
28672;1495;2
28672;9255;2
28672;13097;2
28672;47439;2
28672;49065;2
28682;10441;2
28682;23471;2
28689;23545;2
28689;34631;2
28709;10804;2
28709;21728;2
28709;25380;2
28709;35082;2
28716;4191;2
28716;45933;2
28720;645;2
28720;3333;2
28720;12162;2
28720;35722;2
28720;46622;2
28720;225617;2
28785;22694;2
28785;40257;2
28799;6934;2
28799;41126;2
28799;43633;2
28799;50499;2
28820;34141;2
28820;50092;2
28843;3489;2
28843;13748;2
28843;30078;2
28843;51224;2
28846;7382;2
28846;16595;2
28846;17847;2
28846;27778;2
28846;32014;2
28846;41278;2
28865;92978;2
28865;189275;2
28865;214918;2
28892;34224;2
28892;42558;2
28892;47419;2
28896;6878;2
28896;89572;2
28919;2089;2
28919;19980;2
28919;22888;2
28919;29943;2
28919;34801;2
28919;45837;2
28928;8435;2
28928;84031;2
28988;16908;2
28988;38225;2
29030;14170;2
29030;18410;2
29030;40760;2
29072;4290;2
29072;11215;2
29078;3479;2
29078;6913;2
29097;1481;2
29097;36943;2
29151;2967;2
29151;14170;2
29151;33577;2
29165;6776;2
29165;10138;2
29165;10367;2
29165;16192;2
29165;33908;2
29165;35633;2
29165;38102;2
29165;44940;2
29165;49583;2
29171;39997;2
29171;45651;2
29173;887;2
29173;12281;2
29173;25410;2
29173;32412;2
29173;37045;2
29202;16388;2
29202;21038;2
29204;7300;2
29204;18692;2
29204;25042;2
29204;31680;2
29204;32303;2
29204;39227;2
29204;40881;2
29204;50926;2
29212;18260;2
29212;18978;2
29212;34535;2
29213;12261;2
29213;42714;2
29221;29265;2
29221;32671;2
29258;16447;2
29258;29778;2
29258;30354;2
29258;94040;2
29265;14041;2
29265;29221;2
29265;32671;2
29266;20536;2
29266;51224;2
29271;4480;2
29271;4570;2
29271;16766;2
29271;35082;2
29286;7588;2
29286;12281;2
29286;28461;2
29298;32625;2
29298;34544;2
29338;1623;2
29338;3518;2
29338;5334;2
29338;11034;2
29338;15934;2
29338;32556;2
29338;33319;2
29338;41126;2
29357;32667;2
29357;37160;2
29371;12678;2
29371;38732;2
29371;44995;2
29383;8359;2
29383;28132;2
29383;38707;2
29383;42298;2
29383;46224;2
29400;13443;2
29400;20685;2
29400;27700;2
29401;5334;2
29401;11034;2
29401;30927;2
29401;31230;2
29401;43090;2
29401;48364;2
29406;1508;2
29406;6677;2
29406;7745;2
29406;16401;2
29412;2837;2
29412;7588;2
29412;30473;2
29414;4341;2
29414;50859;2
29415;17535;2
29415;120660;2
29424;22054;2
29425;12554;2
29425;23853;2
29425;24084;2
29440;9930;2
29440;24888;2
29440;30259;2
29440;31874;2
29440;32667;2
29440;37160;2
29440;39470;2
29466;18293;2
29466;64892;2
29517;20165;2
29517;24938;2
29517;28622;2
29517;39259;2
29517;48562;2
29553;40903;2
29553;49044;2
29553;51224;2
29611;18297;2
29621;474;2
29621;32698;2
29627;16388;2
29627;43758;2
29627;45340;2
29643;48572;2
29643;51224;2
29725;1807;2
29725;14170;2
29725;17141;2
29725;24695;2
29725;28517;2
29725;33838;2
29725;35722;2
29725;40760;2
29725;43182;2
29725;45621;2
29725;46771;2
29725;48572;2
29725;48904;2
29725;51224;2
29730;33770;2
29730;45712;2
29760;34766;2
29760;37160;2
29760;40527;2
29760;47031;2
29778;11706;2
29778;14605;2
29778;16626;2
29778;21164;2
29778;27430;2
29778;29258;2
29815;12042;2
29815;26618;2
29841;15523;2
29841;22652;2
29841;40227;2
29884;17780;2
29893;3492;2
29893;42067;2
29943;2089;2
29943;10893;2
29943;28919;2
29943;45837;2
29956;16118;2
29956;44151;2
29956;45702;2
30028;12442;2
30028;16838;2
30035;16984;2
30035;35134;2
30043;19117;2
30043;41482;2
30043;47235;2
30058;17171;2
30058;40513;2
30074;16388;2
30074;32890;2
30074;43758;2
30078;24555;2
30078;28843;2
30080;8991;2
30080;49282;2
30103;15234;2
30103;33917;2
30122;25882;2
30122;48033;2
30128;19980;2
30128;28003;2
30128;31344;2
30128;40242;2
30163;6498;2
30163;12536;2
30163;12814;2
30163;43757;2
30188;20147;2
30188;40903;2
30231;16498;2
30231;20201;2
30231;26104;2
30259;9930;2
30259;13082;2
30259;21257;2
30259;22331;2
30259;26777;2
30259;29440;2
30259;31874;2
30259;35053;2
30316;22280;2
30316;23342;2
30332;1231;2
30332;16920;2
30332;42596;2
30354;1945;2
30354;16447;2
30363;335;2
30363;2760;2
30363;5002;2
30363;9685;2
30363;13745;2
30363;25380;2
30393;3957;2
30393;10348;2
30396;9960;2
30396;12203;2
30396;40257;2
30421;390;2
30421;9630;2
30453;816;2
30453;23407;2
30473;915;2
30473;2837;2
30473;7588;2
30473;12281;2
30473;21666;2
30473;27699;2
30473;29412;2
30473;34872;2
30487;16001;2
30487;38953;2
30495;4643;2
30495;15195;2
30501;13526;2
30501;40260;2
30501;45766;2
30501;102331;2
30501;203052;2
30503;32412;2
30503;37045;2
30555;18462;2
30555;39525;2
30570;3958;2
30570;5422;2
30570;16871;2
30570;21866;2
30570;47768;2
30594;3486;2
30594;28046;2
30594;42078;2
30594;50640;2
30595;22298;2
30595;49044;2
30668;77;2
30668;2141;2
30668;5973;2
30668;28464;2
30668;48179;2
30668;50339;2
30704;16623;2
30704;19320;2
30710;17201;2
30710;21503;2
30726;5780;2
30726;13573;2
30726;18020;2
30731;25882;2
30731;31321;2
30731;46912;2
30781;22098;2
30781;42032;2
30883;24964;2
30883;27023;2
30922;18962;2
30922;31323;2
30927;5334;2
30927;11034;2
30927;29401;2
30927;31230;2
30927;48364;2
30932;9958;2
30932;26522;2
30932;35928;2
30933;17665;2
30933;27636;2
30933;41457;2
30973;24695;2
30973;40623;2
30981;2625;2
30981;12536;2
30981;15521;2
30994;12247;2
30994;41278;2
30994;99538;2
30995;6999;2
30995;12387;2
30999;23871;2
31029;1673;2
31029;94247;2
31029;107204;2
31029;158338;2
31116;1268;2
31116;12442;2
31116;14267;2
31116;18610;2
31116;40520;2
31144;32483;2
31144;36294;2
31158;11946;2
31158;26710;2
31170;10138;2
31170;10367;2
31170;33908;2
31183;5975;2
31183;35060;2
31183;42234;2
31230;11034;2
