source;target;layer;year
63698;3546571;cite;2010
1467208;3079879;cite;2003
53416656;4689358;cite;2008
1722247;47201068;cite;1992
3629682;1156820;cite;2008
522060;52276208;cite;1993
571257;181077;cite;1988
9424424;2769047;cite;2010
841959;1004083;cite;1994
1973531;237904;cite;2003
2437370;1521025;cite;2011
438079;1954738;cite;2000
1185229;42211270;cite;1997
10707577;145518;cite;2004
2065047;945317;cite;1999
3365190;5953181;cite;2003
601959;49517156;cite;2011
666211;55932852;cite;2005
1943259;1049568;cite;2000
3516409;1231240;cite;2010
1208922;502782;cite;2008
1819604;1845356;cite;2008
55396940;889494;cite;1993
9231692;724623;cite;2010
53635770;53761504;cite;2002
46356;181077;cite;1993
110282;438079;cite;2002
1315774;3549917;cite;2008
2992739;2041910;cite;2006
50897485;305047;cite;2011
695126;1127180;cite;2007
47627502;61985;cite;1981
1628808;42138;cite;2007
1791432;1191293;cite;2001
1235665;227545;cite;2005
3635892;10879335;cite;2011
561063;227545;cite;2005
1329528;26112;cite;2008
691155;605848;cite;1996
824769;1536874;cite;2000
285550;1521045;cite;1987
262211;3365308;cite;2000
3333053;622210;cite;2009
3365445;994018;cite;1982
98177;746358;cite;1976
18046451;954490;cite;2000
4744817;1521025;cite;2010
1536874;1628808;cite;1994
102979;181077;cite;2007
557751;6923352;cite;2004
1117178;1993470;cite;1999
221066;571081;cite;2008
734572;954490;cite;2001
524131;2624870;cite;2012
54544458;47471283;cite;2011
1915571;929718;cite;2001
1644999;744303;cite;2004
794527;557751;cite;2007
18371328;1769228;cite;2002
3645752;1467208;cite;2009
755515;300056;cite;1998
53554938;416961;cite;2011
1208922;824769;cite;2007
379606;2017504;cite;2002
1695830;1628808;cite;2001
601959;494965;cite;2007
145518;1436435;cite;2002
48044150;114000;cite;1978
390956;445271;cite;2003
561063;59042;cite;2000
1066211;390956;cite;1997
10497479;50818823;cite;1990
304424;1399202;cite;2008
208096;1123088;cite;2008
2734538;2314808;cite;2004
1418732;1231240;cite;2010
1769228;1116660;cite;1997
36706183;588349;cite;2011
879548;1183160;cite;2004
957070;1070331;cite;2006
717601;662872;cite;2002
601959;233882;cite;1999
115555;10506977;cite;1998
17937210;795368;cite;2004
92007;229270;cite;1999
1485158;994018;cite;1995
5730;3365431;cite;1997
1374045;731329;cite;1989
10879335;714492;cite;2010
678043;2696239;cite;2010
3860428;920685;cite;2010
19525;2323706;cite;2011
3330274;2474208;cite;1982
1327835;10497479;cite;1990
3635892;755515;cite;2011
181077;15534;cite;1993
6117682;6829944;cite;2008
1128738;2023353;cite;2006
3106274;974990;cite;2011
594770;954490;cite;2002
3983755;755515;cite;2011
1310109;42211270;cite;2001
651512;4115898;cite;2009
2263719;2624870;cite;2011
386323;1176051;cite;2009
1200530;2298592;cite;2004
9490152;47415191;cite;2010
1551043;1745056;cite;2008
304424;9095805;cite;2008
438079;1894512;cite;2004
9137032;3832274;cite;2009
1818317;994018;cite;1999
3335145;3619806;cite;2011
17876629;47471283;cite;2004
3641050;54170929;cite;2009
663683;1123088;cite;2008
9231692;51599466;cite;2010
123990;876119;cite;2008
23356016;18046451;cite;1995
20544;709570;cite;2010
522060;602265;cite;2011
976195;257916;cite;2009
957070;3365279;cite;2004
13359325;1054280;cite;2003
18057148;3365190;cite;2006
1633442;22304884;cite;2000
1857624;3348354;cite;2009
3564564;42175;cite;2011
305047;6923352;cite;2007
3526787;1464329;cite;2007
738673;438079;cite;2005
1361575;45178;cite;2011
3365457;1633442;cite;2001
738787;55058764;cite;2003
110282;92804;cite;2005
2320964;1399202;cite;2009
12661578;3365343;cite;2000
149736;1011874;cite;2003
539230;527346;cite;2007
2091130;459308;cite;2003
3462420;2295139;cite;2005
3319495;994018;cite;2007
734167;840008;cite;2002
255921;1126212;cite;2010
358294;56540832;cite;2002
623711;54201790;cite;2005
4212278;47201068;cite;2000
1333303;53698797;cite;2009
48603799;233882;cite;1999
854124;1769228;cite;2000
10500412;323890;cite;1999
740002;2298592;cite;2008
684867;851440;cite;2003
47415191;2114277;cite;2006
406798;1780247;cite;1999
1315840;1816816;cite;2001
715211;390956;cite;2007
359050;18663599;cite;2005
3832261;345165;cite;2009
501775;299610;cite;2004
1633442;386271;cite;1993
954490;714314;cite;1993
369656;22304884;cite;1998
9134150;907095;cite;1988
489816;49740233;cite;2002
359050;1379905;cite;2002
5331964;1819604;cite;2011
906247;1688876;cite;2007
386271;52818972;cite;2008
696825;145518;cite;2004
52626685;17927337;cite;1985
10218990;3365279;cite;1981
47201068;860414;cite;2000
3644306;3313407;cite;2010
10832690;937815;cite;2001
295616;3629724;cite;2009
3546571;18487991;cite;2010
52290693;2260734;cite;2001
1263828;10227266;cite;2004
3618466;994018;cite;2008
795368;59042;cite;2000
386271;616265;cite;2005
10832690;1123088;cite;2009
1140946;2335802;cite;2001
1781284;466115;cite;1997
3629694;3317730;cite;2010
1620001;1123088;cite;2009
976195;1148867;cite;2007
1771176;960731;cite;2010
1818317;229270;cite;2000
10885362;3265364;cite;1994
2277630;485160;cite;2007
149736;540880;cite;2001
1126212;257916;cite;2010
824769;413263;cite;2005
3542318;3365490;cite;2011
2295139;145585;cite;2009
966585;16649;cite;2009
93607;53698797;cite;2002
698871;1353615;cite;2004
6090;54170929;cite;2011
227545;236541;cite;2002
304424;662803;cite;2008
1034308;1894512;cite;2001
852589;12459928;cite;1984
372568;699977;cite;1997
3629707;3313407;cite;2009
705794;571081;cite;1998
2114277;9149894;cite;2008
237813;18206946;cite;2007
1031524;10890905;cite;2010
3545991;20544;cite;2011
2489773;135948;cite;1982
3439731;3365490;cite;2008
3508961;1456480;cite;2011
2335111;3313407;cite;2006
740002;1200530;cite;2004
244289;466115;cite;2007
719117;2421538;cite;1993
1399202;323890;cite;1999
2476051;347041;cite;2008
937815;152072;cite;2010
3313779;263352;cite;2008
235376;557751;cite;2011
9253;795368;cite;2003
40419186;1780247;cite;2000
740002;3365406;cite;2007
962770;134086;cite;2010
699977;49256218;cite;1997
10832690;233882;cite;2000
1208922;413263;cite;2007
1417835;1269985;cite;2005
1644999;667542;cite;2004
688801;3377755;cite;2008
3545991;1079004;cite;2011
9431926;1109340;cite;2010
3316959;3317730;cite;2008
765465;406243;cite;2002
563443;53192;cite;2010
616265;1922927;cite;2002
47665239;1461050;cite;1989
2162908;525422;cite;2004
1208922;1123088;cite;2003
783089;2004084;cite;2006
915593;1127180;cite;2007
26526;3823274;cite;2002
1423759;9095805;cite;2001
3379355;1887166;cite;2007
1803820;1662749;cite;2004
18487991;3546571;cite;2010
2052495;3443839;cite;2005
3638747;810133;cite;2009
2437370;502782;cite;2011
1963538;1221423;cite;2000
15534;1266473;cite;2002
9428466;21997;cite;2011
180240;1644999;cite;2007
3642208;227545;cite;2010
1771176;145518;cite;2011
3365260;1071941;cite;1978
601959;1048896;cite;2002
1973531;1894512;cite;2003
3308035;53698797;cite;2006
3564951;40422597;cite;2008
2295139;6923352;cite;2004
667542;1695628;cite;2003
795368;2167811;cite;1999
384014;2344131;cite;2003
2437370;3377755;cite;2010
834228;2917734;cite;2010
695126;26112;cite;2007
954490;53779185;cite;1998
2241634;115555;cite;2010
1695628;316437;cite;2003
20735796;3533694;cite;2009
51449022;54170929;cite;2004
3859512;398888;cite;2003
6923352;436647;cite;1999
991693;393752;cite;2004
3823274;773154;cite;2007
3501312;2945658;cite;2011
3661660;2696239;cite;2009
1108299;40421589;cite;2000
1194029;1000284;cite;1995
3496607;1109340;cite;2006
402341;3559730;cite;2011
1140946;1669835;cite;2004
975664;1417835;cite;2008
795368;10695897;cite;2009
3409297;6923352;cite;2006
1990966;64290;cite;2000
592315;1780247;cite;2001
2175710;40421116;cite;2003
579503;51181624;cite;2002
53698797;384014;cite;1999
731329;1943259;cite;2008
906247;485160;cite;2007
3013450;811813;cite;2011
52858667;192481;cite;2007
3365296;1633442;cite;2003
731329;1044728;cite;1996
137638;2241634;cite;2010
520332;859601;cite;2010
4040114;4689358;cite;2009
1206464;1054731;cite;2002
855543;10517494;cite;2005
879548;755515;cite;2004
441589;41682;cite;2007
2702206;2298592;cite;2006
936378;194289;cite;2011
867633;310405;cite;1989
3333053;3348167;cite;2009
53698797;50942813;cite;1999
50151115;2421538;cite;1988
10572467;47496497;cite;2002
1053557;489816;cite;2003
383824;3109325;cite;2011
241200;53450727;cite;1990
724872;54170929;cite;2008
539230;184710;cite;2004
834228;2262242;cite;2010
1826743;601959;cite;2011
1688876;1628808;cite;1985
3629707;2181032;cite;2009
1298469;5730;cite;2003
1521225;196752;cite;2007
448985;299610;cite;2009
98177;10498782;cite;1987
3344762;53189740;cite;1984
34063294;3526901;cite;2011
840008;417545;cite;2005
1802349;284269;cite;2011
819325;3983755;cite;2010
1412389;438432;cite;1994
1461050;719117;cite;1994
43950532;422286;cite;2003
561596;181077;cite;1994
757952;2175710;cite;2004
353523;3299730;cite;1990
34063290;1399202;cite;2011
1745056;323890;cite;1999
10572467;1894512;cite;2002
369656;1902888;cite;2003
47404258;97170;cite;1993
1935423;1108299;cite;1998
256291;3335676;cite;2010
92955;6923352;cite;2004
353523;1745056;cite;2003
235376;520332;cite;2011
2189317;8748431;cite;2006
379385;1200530;cite;2005
1253699;3443839;cite;2005
3096583;1500881;cite;2011
10832690;1053557;cite;2002
3365431;793899;cite;1995
150077;1818317;cite;2006
40421116;349173;cite;1996
1208922;52799925;cite;2005
17937210;80674;cite;2004
49668;3549946;cite;2011
20544;3629694;cite;2010
576741;17904819;cite;2003
34063315;261714;cite;2011
1805173;570589;cite;2009
93400;3580840;cite;2011
3313779;1633442;cite;2008
390956;433468;cite;1997
3549915;3313407;cite;2006
2512191;21029;cite;2010
505697;50035257;cite;2009
3549954;344082;cite;2007
47660844;1894512;cite;1999
92804;386672;cite;2005
3506430;937815;cite;2008
50224283;1500881;cite;2009
478817;994018;cite;2005
1819604;2624870;cite;2010
135663;17957889;cite;1995
566949;2241634;cite;2011
1053557;954490;cite;2003
2437370;3571615;cite;2010
704751;312350;cite;2008
248041;275926;cite;2002
58809;838147;cite;2010
21997;51598084;cite;2010
50373782;945187;cite;2009
3608651;9431810;cite;2011
1818317;3365406;cite;2005
3485488;601959;cite;2011
22565200;1993470;cite;1984
3618381;3462786;cite;2010
524350;1628808;cite;1989
193776;705794;cite;2002
738787;933536;cite;2003
9431811;53192;cite;2010
53591624;2078186;cite;2011
1536874;59042;cite;2002
668017;103922;cite;2000
3407799;1780247;cite;2004
688801;553305;cite;2010
817180;2004084;cite;2011
40422588;1628808;cite;1988
3838781;494965;cite;2011
56540832;40422583;cite;2001
1054280;2164557;cite;2004
134086;359050;cite;2008
783956;3355369;cite;2007
5031499;1417835;cite;2011
2007366;1818317;cite;1999
13421357;257916;cite;2009
1915999;2132771;cite;2009
92804;1831234;cite;2005
1357357;790244;cite;1998
4350981;377922;cite;2007
1122091;236800;cite;2001
361485;1307643;cite;1978
10521580;40419563;cite;2004
3365458;10223632;cite;2001
1980991;42269134;cite;2005
1345194;417545;cite;2002
1695628;26112;cite;2003
3379355;494965;cite;2007
385931;2167811;cite;2000
1488310;10715604;cite;1984
47754959;540819;cite;1989
817180;549565;cite;2011
65290;6923352;cite;2006
384301;36495851;cite;2007
783089;359050;cite;2006
1176051;1536874;cite;2008
1643665;2830972;cite;2002
976195;20544;cite;2009
286931;953718;cite;1989
757952;974990;cite;2004
9236988;134086;cite;2009
10220044;215222;cite;1999
47554432;295616;cite;2009
1980991;12459928;cite;1993
781239;359050;cite;2011
3462402;1417835;cite;2005
83891;3365360;cite;1995
10707577;1265522;cite;2004
1831234;40419564;cite;2003
868128;47747107;cite;2005
51670;3506952;cite;2009
1417835;257916;cite;2000
12518928;1315774;cite;2010
386363;320056;cite;1987
2335111;2298592;cite;2006
1819426;601959;cite;2002
4040114;2126906;cite;2010
10832690;561596;cite;2000
92804;3316959;cite;2011
1633442;1488310;cite;1994
994018;651512;cite;2008
3439731;630735;cite;2008
57153;1536874;cite;1993
20544;3317730;cite;2008
18489382;1995279;cite;2010
408739;860907;cite;2009
5032101;10832690;cite;1999
1245783;20544;cite;2009
1924104;2167811;cite;1997
18960884;1456480;cite;2010
2652515;1200159;cite;2010
2437370;84674;cite;2009
1079004;1542517;cite;2006
21997;48057366;cite;2008
3552786;1109340;cite;2007
3618381;2126906;cite;2010
795368;9118711;cite;2009
2338139;299889;cite;1993
594770;115555;cite;2002
441589;276064;cite;2007
51598084;498071;cite;2007
181077;705794;cite;2004
879548;762205;cite;2009
994018;275376;cite;1990
47382659;45323558;cite;1998
7541566;1456480;cite;2011
12755162;3517509;cite;2009
3315271;1402107;cite;2002
10572467;436123;cite;2002
494965;21997;cite;2006
4040114;3616121;cite;2010
2175710;115555;cite;2008
1461050;47754959;cite;1993
1500881;84674;cite;2004
85018;61985;cite;2011
3641050;3500215;cite;2008
285550;602537;cite;1987
3526901;7521;cite;2010
2335802;1633442;cite;2008
2004084;50412641;cite;2005
416961;47330938;cite;2010
1200530;773154;cite;2004
10223118;384014;cite;2001
6825;17952872;cite;2004
3317730;8748431;cite;2009
3641050;18046451;cite;2006
3393270;196752;cite;2009
5463301;3616636;cite;2010
1356251;937815;cite;2000
10878479;92955;cite;2008
831237;53761504;cite;2005
2689917;370814;cite;2011
3602440;740002;cite;2011
630735;602265;cite;2005
605848;58727;cite;1993
3428277;4115898;cite;2008
33342;936807;cite;2007
966585;2696239;cite;2009
34063282;3316959;cite;2011
10520411;1990966;cite;1996
2262242;513831;cite;2010
566838;3629707;cite;2010
731329;438432;cite;1998
2052495;26112;cite;2005
2241634;684867;cite;2009
560420;442978;cite;2007
181077;974990;cite;2000
2613824;10832690;cite;2000
110282;438079;cite;1998
40422594;12459928;cite;1993
52319344;49740233;cite;2007
235376;170453;cite;2011
96914;954490;cite;2000
1116459;384014;cite;2004
1425674;2038381;cite;2011
1995279;40422604;cite;2005
603598;695562;cite;1988
3316566;1695628;cite;2001
3365295;50412641;cite;2003
546264;1200159;cite;1996
3836999;991049;cite;2011
1973531;1628808;cite;2003
3867193;3539699;cite;2010
3358021;1943259;cite;2002
1058778;2389295;cite;2004
1431306;3509315;cite;2008
1628808;1208922;cite;2007
907789;1770271;cite;1997
3635893;1291393;cite;2009
783089;43396392;cite;2006
16649;10510665;cite;2000
3823153;3316959;cite;2010
18557017;1337792;cite;1993
3350465;1997914;cite;2010
1521225;2097593;cite;2008
6117682;762205;cite;2008
78072;17927337;cite;1993
676309;1657865;cite;2009
5331964;21997;cite;2011
537351;781239;cite;2010
3629694;1993470;cite;2008
1512881;599167;cite;2005
824769;1123088;cite;2000
9170123;433468;cite;2005
632599;466115;cite;2010
3454748;1730113;cite;2004
37126291;3539699;cite;2007
6090;1015400;cite;2007
1636878;6126190;cite;2011
2389295;1993470;cite;2004
2810717;1875230;cite;2009
3344115;408891;cite;1991
3544435;224552;cite;2008
3642249;3314819;cite;2010
1536123;6150124;cite;2006
991693;58129;cite;2003
1234470;55988;cite;2000
2064034;322726;cite;2000
3462799;6923352;cite;2006
9228945;3348378;cite;1984
1792373;299610;cite;1997
384014;3322859;cite;2001
3629706;498071;cite;2008
93400;3397492;cite;2009
1200159;2247005;cite;2001
2078186;543365;cite;2002
655865;40419563;cite;2006
1925409;210600;cite;2007
263352;838147;cite;2010
3365457;616265;cite;2001
1512881;1094428;cite;2006
3352270;390956;cite;1998
17935198;755515;cite;2008
204553;210600;cite;2004
1819604;2476051;cite;2010
625296;1993470;cite;1999
1185759;981847;cite;2010
483299;56623483;cite;1984
55724501;1219483;cite;1982
3577492;3549917;cite;2010
1990966;994018;cite;2006
588349;2052495;cite;2005
831237;299889;cite;1992
3329188;54300363;cite;1985
2530415;220129;cite;2007
3496607;257916;cite;2006
10313;3312548;cite;2003
1328979;51478795;cite;2002
21997;1800649;cite;2005
3823274;1695628;cite;2000
3322859;1695628;cite;2000
3329173;966934;cite;1998
2689917;601959;cite;2011
359050;2181032;cite;2005
520332;1079004;cite;2010
3629682;92804;cite;2008
3462420;181077;cite;2009
304424;2167811;cite;1997
795368;49740233;cite;2000
3629791;1263828;cite;2009
42225914;2164557;cite;2009
59042;1780247;cite;1998
3641050;298115;cite;2009
22939480;1399202;cite;2003
1520745;1745056;cite;2004
2437370;295616;cite;2010
2914935;1461050;cite;2008
1106054;755515;cite;2007
1593506;1417835;cite;2005
616265;40419197;cite;2000
2078186;10559758;cite;2002
994018;1990966;cite;1990
3564951;17923516;cite;2008
52799925;889494;cite;2000
832349;509724;cite;2007
56151671;47382659;cite;2001
45178;2357467;cite;2003
543701;853868;cite;2000
1843723;55058764;cite;2005
2280957;1141665;cite;2010
52635590;1136059;cite;2009
358470;3308035;cite;2011
10832690;1142659;cite;2011
1923849;3823274;cite;2001
393752;261768;cite;2003
3315344;53307089;cite;2009
1695628;1109340;cite;2007
47488438;3450212;cite;2010
13205983;12140460;cite;2011
55164073;1148725;cite;1984
220129;42138;cite;1993
3332045;10511473;cite;1985
294179;23356016;cite;1996
53550001;855790;cite;1997
1815433;47382659;cite;2000
1548597;2114277;cite;2006
3335145;3619806;cite;2010
1807506;1512881;cite;2007
954490;2263719;cite;2000
2295139;53307089;cite;2004
3280192;48416589;cite;1979
1509545;192481;cite;2004
23356016;40421427;cite;1995
42175;1903859;cite;2010
1633442;1116660;cite;1997
585496;1993470;cite;2003
10549740;1191293;cite;2003
21997;994018;cite;2010
150077;1333185;cite;2006
3641050;494965;cite;2009
42138;196752;cite;2007
10896622;684003;cite;2011
3690454;181077;cite;2002
1430543;3317730;cite;2011
616265;1922927;cite;2000
1456480;543701;cite;2009
7521;84674;cite;2011
527346;1193713;cite;2005
2624870;3583387;cite;2011
177276;50412641;cite;2005
566949;87624;cite;2004
3860428;2530406;cite;2011
40422578;408891;cite;1991
1234470;1000284;cite;2000
1370132;1973531;cite;2008
17927374;2295139;cite;2003
1129425;18461058;cite;2002
11645124;10517517;cite;2011
2324949;93428;cite;2004
3506951;143212;cite;2006
379385;36495851;cite;2005
1995279;620116;cite;2011
43950532;1095257;cite;2003
3832249;794527;cite;2009
181077;1000635;cite;1988
276064;52443824;cite;2007
3349370;1710746;cite;2010
47593436;553305;cite;2007
368747;448985;cite;2009
3365343;524350;cite;1998
3365343;45323558;cite;1998
1631408;152072;cite;2011
1805173;3368569;cite;2009
1520745;53698797;cite;2004
379606;625296;cite;2010
1123207;414332;cite;2008
50158358;152084;cite;1981
1309138;1429782;cite;1979
1831234;413714;cite;2003
275376;50677792;cite;1976
994018;12665996;cite;1990
522060;918710;cite;2011
295616;51926242;cite;2009
5201914;688801;cite;2010
3349370;2494162;cite;2009
17626;2167811;cite;1996
10521580;1745056;cite;2004
967515;53761504;cite;2004
1923849;9095805;cite;2001
625296;561596;cite;2000
1117178;9236140;cite;1989
3644306;2298592;cite;2010
3319495;12143628;cite;2007
3832286;3549944;cite;2009
3544435;1938083;cite;2008
2167811;2033428;cite;1995
623711;431388;cite;2001
2314808;758524;cite;2002
384014;50412641;cite;2007
398894;54946975;cite;2009
299484;3530349;cite;2008
384014;1662749;cite;2000
519640;315269;cite;2004
16649;2247005;cite;2007
37078;359050;cite;2000
3409171;3439731;cite;2011
299610;524648;cite;1993
1990966;125865;cite;2001
66011;53633506;cite;2005
101989;795368;cite;2007
3315195;538228;cite;2010
1123088;3365456;cite;2005
379385;1225906;cite;2005
527592;795368;cite;2008
1096084;622210;cite;2002
53159713;1219483;cite;1988
53493538;2079936;cite;2001
3317730;1410373;cite;2009
868899;1140946;cite;2008
538228;1730113;cite;2000
312700;1374045;cite;1992
12518928;3546995;cite;2010
1265522;275926;cite;2002
588349;893694;cite;2005
84674;625296;cite;2000
1772051;695562;cite;1989
3313313;431388;cite;2001
21966360;1266473;cite;1984
1339795;312546;cite;2008
3640485;348338;cite;2010
524350;5730;cite;1997
1136059;92804;cite;2006
181077;1219483;cite;1998
18964;3352114;cite;2009
2493436;52290693;cite;1999
2157826;1737218;cite;2004
385931;2282500;cite;2000
1765874;54170929;cite;2000
3635893;17997458;cite;2009
3365456;22843173;cite;2001
10572467;1633442;cite;2002
592315;561596;cite;2001
1709762;1232150;cite;1998
3365295;257916;cite;2003
92804;438079;cite;2005
1710746;955657;cite;2002
402341;3322859;cite;2004
3498783;3368569;cite;2009
18229;402729;cite;2001
1695830;438079;cite;2001
379606;55175564;cite;2002
3616636;7521;cite;2009
3629717;494965;cite;2010
276064;53688303;cite;2003
619732;2295139;cite;2006
1156820;2247005;cite;2007
1048896;557751;cite;2002
3635905;379385;cite;2010
64290;3365244;cite;1985
976195;2126906;cite;2009
1453565;2181032;cite;2003
587345;224552;cite;1991
1431306;1444062;cite;2008
357786;53371505;cite;1981
10497479;285550;cite;1990
3549954;1011874;cite;2007
17992362;9163068;cite;2007
731329;571081;cite;2007
3313779;616265;cite;2008
4075811;1721664;cite;2010
795368;390956;cite;1998
5925288;10564827;cite;1981
811813;3013450;cite;2011
3556509;2340538;cite;2009
9424648;199499;cite;2011
708448;55932852;cite;2008
738673;1831234;cite;2005
3832287;795368;cite;2009
43396392;54170929;cite;2005
1686003;9095805;cite;2011
517110;688801;cite;2010
3299730;23354738;cite;1992
676309;494965;cite;2009
36706183;3316959;cite;2011
976195;724623;cite;2008
974990;47471283;cite;2008
55273630;1765828;cite;1982
53554363;594770;cite;2009
10879335;3571616;cite;2009
681419;22304884;cite;2003
1843723;738787;cite;2004
1769228;335089;cite;2001
601959;731329;cite;1999
936378;2702206;cite;2011
1990966;1389374;cite;1987
53094;1981909;cite;1998
3642481;3349370;cite;2011
5031278;3564951;cite;2010
10876414;625296;cite;2009
1402107;794527;cite;2003
3484240;2295139;cite;2006
47350243;2038381;cite;2006
55257992;10567581;cite;1978
180240;26112;cite;2001
2992739;10832690;cite;2006
991693;53067561;cite;2004
393752;58129;cite;2003
3313779;1359568;cite;2005
3506944;764117;cite;2006
1291393;49256218;cite;1987
8017529;921043;cite;2010
10883801;54170929;cite;1998
3322859;257916;cite;2007
1128738;1126212;cite;2010
616265;55932852;cite;2005
2313275;494965;cite;2010
199499;3106274;cite;2011
84472;3299730;cite;2002
3616636;10879335;cite;2009
256291;53698797;cite;2004
810133;2126906;cite;2010
3399414;12687154;cite;2009
1309138;52286024;cite;1979
3332045;9116441;cite;1985
2323706;185676;cite;1989
21997;5387401;cite;2011
1327835;50818823;cite;1988
979964;3365229;cite;2000
169069;587345;cite;2009
442978;1127180;cite;2009
53554938;3983755;cite;2010
976195;51599466;cite;2010
1200159;1022478;cite;2003
284269;192481;cite;2004
991049;45178;cite;2006
498925;3549917;cite;2009
9149894;5387401;cite;2011
795368;359865;cite;1995
502782;486954;cite;2009
3009085;795368;cite;2009
52678200;1790104;cite;1988
1995279;1973531;cite;2011
755515;1123088;cite;2010
1054280;571081;cite;2004
47382659;49939857;cite;1998
1308570;795368;cite;2000
3393270;10557191;cite;2009
1128738;120308;cite;2007
114228;3365392;cite;2000
1826743;1126212;cite;2011
678043;513831;cite;2010
10218990;3449684;cite;1981
563443;358294;cite;2008
851440;1818317;cite;1996
248041;1943259;cite;2002
831237;53307089;cite;2003
3549946;3549915;cite;2008
1246248;52799925;cite;2002
386032;40419564;cite;2006
1333303;1536874;cite;2007
402341;1200159;cite;2000
651512;3579487;cite;2009
494965;1819604;cite;2006
1990966;50677792;cite;1976
1410373;1094428;cite;2004
380710;906247;cite;2009
18057148;12139811;cite;2006
2975450;348338;cite;2011
852431;1536874;cite;2002
3571610;9163068;cite;2007
491458;408389;cite;2005
3538341;2051597;cite;2010
755550;47951766;cite;1982
10832690;731329;cite;2000
362936;2003126;cite;2011
3629682;9118711;cite;2008
1794430;3070257;cite;2008
40423002;248041;cite;1998
1176051;359865;cite;1998
3629707;50412641;cite;2009
1026002;65290;cite;2011
9112018;47201068;cite;2004
1123088;2263719;cite;2009
261768;2677845;cite;1990
23414531;1536874;cite;2000
3365188;276064;cite;2009
3324322;557751;cite;2009
53667820;53599180;cite;1999
3616636;3549946;cite;2009
17899088;1108876;cite;2001
1253699;893694;cite;2005
1256357;3450212;cite;2010
3641050;10832690;cite;2006
564386;4689358;cite;2011
17950542;188847;cite;2008
10832690;417545;cite;2004
1687644;1176051;cite;2009
3330274;54926802;cite;1982
708448;287967;cite;2008
149736;52560;cite;2001
3005767;6827392;cite;2011
80674;1065668;cite;1995
47409019;1388049;cite;2010
53498645;1147403;cite;1998
266758;64290;cite;2001
1053557;153119;cite;2004
1940208;1025204;cite;2004
135668;41682;cite;2010
3314566;84674;cite;2001
553305;42210600;cite;2003
731329;1695628;cite;1996
9131967;21966360;cite;1987
1351972;1644999;cite;2010
1456480;1628808;cite;1996
45909;541517;cite;1989
54651527;181077;cite;2006
527592;1333303;cite;2008
7521;998208;cite;2010
2320964;1276849;cite;2007
918989;17902638;cite;2007
4212278;1662749;cite;2000
56875363;348338;cite;2010
17904819;2260734;cite;2001
3505221;314363;cite;2005
2295139;753069;cite;2009
1165461;2702206;cite;2011
390956;1780247;cite;2003
1227020;1206464;cite;2003
3642258;920685;cite;2008
53640323;53067561;cite;2005
52799925;146552;cite;2002
2262242;3462786;cite;2010
1332785;52276208;cite;1989
406798;561596;cite;1999
10514273;3350496;cite;2007
1176515;2335802;cite;2002
1425548;448985;cite;2005
57153;508274;cite;1993
545624;1123088;cite;2002
3462409;6838207;cite;2005
29116;47397986;cite;1982
489816;59042;cite;2002
21997;4115898;cite;2009
390305;55175564;cite;2002
26686546;53659620;cite;1995
9432059;1819604;cite;2010
632599;974990;cite;2008
135663;561596;cite;1995
1343887;42296873;cite;1997
709853;2247005;cite;2007
755515;64290;cite;1997
263352;3313407;cite;2010
40419564;370814;cite;1998
51265304;1467208;cite;2009
47620317;1786377;cite;2010
1318073;18046451;cite;2006
47475723;220129;cite;2000
613094;3315344;cite;2010
595872;2798309;cite;2008
994018;1109340;cite;2008
107093;1934816;cite;2008
1633442;15534;cite;1993
209615;2414557;cite;1995
3308035;1542517;cite;2006
1246248;668017;cite;2002
152072;755515;cite;2010
611612;4040114;cite;2011
524350;53650693;cite;2000
44685;51172817;cite;2003
616265;40419564;cite;2002
3313407;53786510;cite;2005
1361575;3561475;cite;2011
327556;459308;cite;2001
2157826;257916;cite;2004
56555641;103096;cite;1993
2437370;136487;cite;2009
3365333;361097;cite;2003
337984;4212278;cite;2004
3832289;2118786;cite;2008
10511473;1266473;cite;1984
9095805;384014;cite;2001
2320964;84674;cite;2001
1417835;1527651;cite;2002
10897717;9402510;cite;2011
731329;1894512;cite;2008
1500881;45178;cite;2003
936378;2004084;cite;2009
1633442;889494;cite;1997
592315;1108876;cite;2001
1200530;17927374;cite;2004
3485488;134086;cite;2009
17943597;2677845;cite;1985
616265;64290;cite;1994
2945658;3331222;cite;2010
966585;1518205;cite;1998
167442;1976061;cite;2003
125865;52290693;cite;2001
586915;803566;cite;2010
403149;3313407;cite;2011
1119998;44685;cite;2010
3485488;88451;cite;2009
1392090;898125;cite;2008
40421372;40422591;cite;1992
56648954;258675;cite;2005
1141665;18792563;cite;2007
92007;410331;cite;1999
10227266;921043;cite;2003
21997;1995279;cite;2010
385931;1444062;cite;2000
515313;2132771;cite;1999
3365332;361097;cite;2003
1633442;22304884;cite;1993
3571623;2624870;cite;2008
1466157;2554336;cite;2008
47638175;236731;cite;2002
40422598;97170;cite;2003
1995279;53094;cite;2001
9668529;3629701;cite;2011
53761504;59042;cite;1998
1356251;2297826;cite;1999
299610;1109340;cite;1995
831237;286931;cite;1992
1461523;1208922;cite;2002
619732;1593506;cite;2006
3571601;709570;cite;2007
663683;626439;cite;2008
34063282;976195;cite;2011
820055;92804;cite;2011
375319;553284;cite;2011
53607159;1265696;cite;1996
1333303;1200530;cite;2009
1129425;146552;cite;2002
287967;608369;cite;2005
3472041;794527;cite;2009
154743;1208922;cite;2004
