source;target;layer
1709164;2079936;collab
2295139;1598769;collab
3462407;875189;collab
1769228;97170;collab
486954;1123088;collab
889494;310405;collab
3317730;53698797;collab
1390557;103922;collab
491458;55058764;collab
624861;1695830;collab
908433;1333185;collab
1123088;651512;collab
1126212;50412641;collab
169069;1353615;collab
9137032;3832275;collab
1137683;1903859;collab
2666630;2340309;collab
1955606;2283431;collab
26112;3823274;collab
602537;1722247;collab
56648954;666211;collab
145518;10227266;collab
91198;571081;collab
673325;53159713;collab
1117178;50151115;collab
1683900;489816;collab
3576686;1819604;collab
1402107;53698797;collab
9180183;2338139;collab
1356251;53607159;collab
55175564;56151671;collab
1126212;1425548;collab
3503809;417545;collab
3317401;53761504;collab
1333303;2298592;collab
12139702;794527;collab
868730;633471;collab
53501477;3407351;collab
740002;53698797;collab
1138939;50151115;collab
3629731;227545;collab
1988266;229471;collab
10572467;3322859;collab
509373;3823153;collab
1329528;3085749;collab
4212278;662803;collab
2144678;384014;collab
3556501;64290;collab
1402107;1379905;collab
515094;1108876;collab
40421372;1548517;collab
3553291;601959;collab
489816;1148867;collab
438262;50898066;collab
1200159;1536874;collab
17902638;1109340;collab
616265;181077;collab
3629689;1745056;collab
3334683;936378;collab
3329188;55164073;collab
154743;1688876;collab
6831619;413714;collab
954490;1463145;collab
10897717;9432009;collab
379606;22763991;collab
3560462;177276;collab
9095805;47201068;collab
1243408;2181032;collab
976195;50412641;collab
1633442;616265;collab
1179671;209615;collab
594319;2126906;collab
3313723;867633;collab
875189;1780247;collab
21954822;10223643;collab
1925409;906247;collab
563416;1536874;collab
520351;1633442;collab
2157826;54170929;collab
1925409;1536874;collab
1140946;2167811;collab
2091130;830335;collab
10883801;50412641;collab
860907;445271;collab
304424;216355;collab
10832690;194352;collab
974990;755515;collab
566838;812183;collab
169069;755515;collab
57153;889494;collab
34063301;709570;collab
588349;459290;collab
3624749;272854;collab
244466;53779185;collab
3641050;1053557;collab
3418749;494785;collab
684003;315269;collab
3330274;797356;collab
21983973;210600;collab
1573733;1156820;collab
622210;59042;collab
3629722;23966109;collab
651512;51599466;collab
1925409;483299;collab
10490302;40419564;collab
10832690;332741;collab
1667844;49740233;collab
738673;80674;collab
53159713;50818823;collab
1887569;149997;collab
78072;933536;collab
338735;1156820;collab
489816;93428;collab
3319495;1183160;collab
1687644;738673;collab
1915999;1521025;collab
1752465;156895;collab
974990;236800;collab
194796;1695628;collab
55870604;2899408;collab
738673;281152;collab
2992739;1053557;collab
1026865;1291393;collab
2295139;53698797;collab
3439731;229417;collab
4336837;2241634;collab
1369586;3571628;collab
3122979;58129;collab
2110822;20544;collab
520351;10672808;collab
662872;1108299;collab
56828080;3308035;collab
795368;1176051;collab
2004084;53416656;collab
613094;345165;collab
976195;2798309;collab
3377753;145518;collab
1695628;1639466;collab
53640323;79857;collab
588349;140972;collab
2522756;3004670;collab
489816;561596;collab
305047;53698797;collab
1370132;3313119;collab
3561475;1361575;collab
586915;6829944;collab
47754959;603598;collab
10223633;2335802;collab
1976763;1644999;collab
194289;1358916;collab
37132697;790244;collab
3317593;9149894;collab
524131;18792563;collab
1399202;305047;collab
936378;1199500;collab
1200159;1831234;collab
3485488;1388049;collab
3347950;42296873;collab
3607548;1126212;collab
601959;2033428;collab
84674;974990;collab
3379355;181077;collab
3377514;2033428;collab
2011340;1200159;collab
1269985;40422604;collab
733419;4689358;collab
2660645;1140946;collab
9134150;1628808;collab
1166274;315058;collab
3552916;287967;collab
1378808;2431681;collab
47350243;132076;collab
1765874;8748431;collab
92007;275568;collab
3549917;1123088;collab
740002;341294;collab
494965;2181032;collab
994018;149201;collab
1911914;9095805;collab
92804;431325;collab
3860428;3642258;collab
3462799;53698797;collab
3365307;93428;collab
20544;1993470;collab
10517491;3365496;collab
10517405;47613601;collab
1573733;1522013;collab
579503;1131742;collab
441589;177276;collab
18663599;1402107;collab
3561475;1970849;collab
529414;731329;collab
542924;64290;collab
1227020;43950532;collab
954490;53698797;collab
1064414;80674;collab
1751940;229553;collab
47415191;287967;collab
16649;438079;collab
2007366;1488310;collab
795368;145518;collab
3316959;1333185;collab
1147403;239200;collab
3832289;1434836;collab
625296;553305;collab
3642258;133710;collab
332741;145518;collab
811813;939214;collab
56540832;1357357;collab
688801;169566;collab
709853;53620119;collab
3576686;651512;collab
384014;993605;collab
674550;49939857;collab
936923;49740233;collab
1512881;2229939;collab
43396392;50412641;collab
1453565;2295139;collab
115555;755515;collab
403149;1993470;collab
3472037;1366449;collab
651512;6126190;collab
13421357;50412641;collab
3078785;846039;collab
3439731;755515;collab
1536874;545624;collab
1054280;359865;collab
47415191;759628;collab
1577705;628230;collab
4305354;1314839;collab
794527;1461050;collab
640774;53371505;collab
10832690;918978;collab
994018;1732789;collab
725620;220129;collab
237743;1710871;collab
1663602;64290;collab
3349370;1200159;collab
1548385;410331;collab
795368;1628808;collab
45909;1790104;collab
3325711;103922;collab
6150124;608369;collab
10490302;601959;collab
1208922;929792;collab
3365204;3365354;collab
42138;40422591;collab
3379355;616265;collab
724810;403145;collab
53307089;1031845;collab
1184516;2181032;collab
860907;10557191;collab
441589;2494162;collab
23480943;1903859;collab
1225906;893694;collab
18531293;145518;collab
1026865;2769047;collab
42225914;601959;collab
1769228;410331;collab
489816;3365318;collab
1315774;17927374;collab
53554938;441490;collab
29116;323890;collab
12716274;602537;collab
1577705;1922927;collab
48603799;53698797;collab
47639686;1310109;collab
3577492;10832690;collab
6923352;53574490;collab
21722263;9286666;collab
1123088;840035;collab
47382659;3365431;collab
3629706;1315774;collab
1765874;1902888;collab
489816;413263;collab
1200530;595872;collab
60337;63698;collab
53554938;755515;collab
169566;53786510;collab
717601;3365411;collab
96914;1633442;collab
22239017;3350659;collab
3983755;416961;collab
795368;1780247;collab
3462416;125865;collab
47665164;2624870;collab
1727611;10519177;collab
1053557;840008;collab
1894512;26112;collab
1461050;83891;collab
13205983;781239;collab
47660844;794527;collab
794527;1628808;collab
17957889;52276208;collab
358470;316437;collab
855543;58129;collab
1903859;1291393;collab
3571601;40419564;collab
744850;1990966;collab
1392090;563416;collab
3365200;51024786;collab
811813;53786510;collab
77131;509724;collab
795368;125865;collab
448985;1456480;collab
561063;1536874;collab
221066;561596;collab
53640323;261768;collab
3838781;3536258;collab
1243408;53307089;collab
1710746;18208852;collab
3443839;2052495;collab
1479429;70423;collab
1128738;18046451;collab
1034308;133187;collab
4040114;20544;collab
263352;2335111;collab
1479429;21997;collab
199859;145518;collab
2178454;1034757;collab
12716274;51172817;collab
9137032;3563293;collab
1852948;1570792;collab
335001;52276208;collab
561063;488297;collab
5730;1993470;collab
402341;1522013;collab
616265;257916;collab
3316959;1370132;collab
3365307;790244;collab
34061757;2340538;collab
579503;2247005;collab
84472;59042;collab
115555;40421116;collab
1406062;1343887;collab
2437370;2362971;collab
19525;1054280;collab
3537479;171220;collab
1807506;1402107;collab
1800649;110999;collab
1740723;47548482;collab
1048079;790244;collab
2437370;688801;collab
51552094;1425548;collab
1765874;50412641;collab
3365204;3265364;collab
42138;662803;collab
1536123;10521580;collab
1536123;628230;collab
152352;282750;collab
1087377;3690454;collab
403149;2335111;collab
818886;92403;collab
724810;181077;collab
3418749;1125047;collab
2547633;7131;collab
276064;782033;collab
1628808;26112;collab
2277630;26112;collab
3349370;527346;collab
552713;10832690;collab
12518928;134086;collab
1361575;632599;collab
93400;3485488;collab
20544;1644999;collab
1479429;817180;collab
3365457;52560;collab
3316959;1200159;collab
16649;755515;collab
1461050;1117178;collab
220129;2338139;collab
1990966;2065047;collab
3643460;19202;collab
3832269;764117;collab
3641050;1429404;collab
152072;18960884;collab
1843723;408389;collab
1147403;494400;collab
64290;642782;collab
3349370;1392090;collab
616265;17902638;collab
7108725;1142659;collab
811813;180240;collab
3627854;563443;collab
3629697;305047;collab
1094428;6923352;collab
1520745;40419564;collab
9095805;1894512;collab
131706;1990966;collab
386672;1086894;collab
1066211;209615;collab
61801;114000;collab
3506898;2091130;collab
181077;1461050;collab
1053557;1463164;collab
18531293;18046451;collab
408891;2338139;collab
83891;2033428;collab
89673;2274687;collab
20544;3539699;collab
93400;1765874;collab
1165461;601959;collab
623445;55988;collab
20544;1068779;collab
994018;1091668;collab
2004084;257916;collab
6825;436647;collab
9095805;1695628;collab
2295139;370814;collab
3832275;384014;collab
1562235;95516;collab
1200530;616265;collab
1577705;299610;collab
840008;59267;collab
588989;552871;collab
386672;1831234;collab
564148;2156354;collab
676309;651512;collab
105314;1243408;collab
3608252;3106274;collab
353523;552;collab
47638175;1943259;collab
1628808;1049568;collab
253283;872006;collab
1392090;884707;collab
875189;433468;collab
1402107;359050;collab
442978;196752;collab
3334683;12518928;collab
3616636;2004084;collab
2666630;2405870;collab
1138939;10527234;collab
3653216;3576684;collab
3564951;45178;collab
980550;148267;collab
684562;20544;collab
40419197;1922927;collab
340666;1745056;collab
3736059;40419563;collab
10498483;221084;collab
3576686;21997;collab
12518928;17927374;collab
1819426;773154;collab
2114277;2677845;collab
586915;96914;collab
578063;2079936;collab
1212598;1199500;collab
731329;1049568;collab
1200530;305047;collab
1710746;1695628;collab
1079004;237813;collab
284269;525422;collab
47481939;53786510;collab
502782;431388;collab
2323706;310405;collab
781239;494965;collab
3564564;632599;collab
198713;676309;collab
688801;698871;collab
625296;954490;collab
9231692;494965;collab
734167;955657;collab
335089;10715604;collab
564386;1200530;collab
304424;402729;collab
4212278;26112;collab
3629717;70423;collab
53307089;1379912;collab
2335802;2122309;collab
9432024;52816203;collab
42138;87624;collab
1990966;1300640;collab
715211;1200159;collab
1086824;2689917;collab
3641050;1109340;collab
42138;705794;collab
489816;1148867;collab
12716274;181077;collab
17902638;1109340;collab
755515;19202;collab
1054280;1065668;collab
2277630;9095805;collab
1065668;10539555;collab
384301;36495851;collab
929718;1993470;collab
51670;92804;collab
3576686;817180;collab
102979;1887166;collab
361097;12140460;collab
1374045;831237;collab
2004084;17997458;collab
1417835;1409807;collab
1536123;299610;collab
2437370;549565;collab
624861;53578978;collab
3365228;64290;collab
3616636;53416656;collab
520332;1536874;collab
642060;616265;collab
794527;47658298;collab
188847;605848;collab
1752327;2476051;collab
169069;416961;collab
2132980;3549917;collab
34063294;152072;collab
1117178;2295139;collab
3832284;181077;collab
49939857;54476401;collab
10572467;26112;collab
407713;2033428;collab
602537;954490;collab
48636717;3322859;collab
48636717;9095805;collab
59042;60393;collab
524350;49939857;collab
99175;903151;collab
907095;1498760;collab
26112;384014;collab
2263719;625296;collab
3005767;3316959;collab
9432025;3576684;collab
433468;306675;collab
3545865;1399202;collab
3407799;45178;collab
10527234;1488310;collab
3823153;2298592;collab
2942195;282053;collab
2497651;867633;collab
1633442;3325711;collab
12518928;47527854;collab
10223630;10531989;collab
1826743;93400;collab
4040114;2539048;collab
561063;1047296;collab
601959;53159713;collab
1026002;6923352;collab
2314808;1148867;collab
1137683;83891;collab
893694;9095805;collab
1554243;1456480;collab
255921;1388049;collab
58809;385346;collab
1456480;152072;collab
668017;18461058;collab
1479429;651512;collab
4212278;3322859;collab
3377753;18046451;collab
348009;936807;collab
169069;755515;collab
3308035;731329;collab
879548;253283;collab
2241634;413263;collab
12414989;54557867;collab
3409131;23483938;collab
3836999;1200530;collab
1533004;551752;collab
1253699;1894512;collab
3365458;181077;collab
47500952;53459083;collab
1456480;3546571;collab
494965;1819604;collab
85018;552;collab
221066;1780247;collab
3823153;3308035;collab
332741;181077;collab
21997;1633442;collab
98177;53990690;collab
10566653;12131332;collab
42138;695562;collab
34063294;10351478;collab
384014;257916;collab
47382659;1494848;collab
64290;3365244;collab
46356;181077;collab
1243408;1142659;collab
281152;1560592;collab
53157704;80674;collab
2343768;1176051;collab
140972;632279;collab
1200530;601959;collab
16649;1095257;collab
3629680;545624;collab
10506252;1827172;collab
1831234;1745056;collab
616265;1633442;collab
1123088;431388;collab
56540832;56151671;collab
59042;194289;collab
1924104;304424;collab
136487;652039;collab
50897485;939214;collab
54300363;462710;collab
3629694;709570;collab
3629707;54170929;collab
695126;1464329;collab
53178498;421979;collab
1311173;1219483;collab
3560503;664109;collab
3542318;348338;collab
603879;666332;collab
1184516;2295139;collab
3544435;602537;collab
127219;79857;collab
193776;668017;collab
564386;4040114;collab
2091130;300644;collab
1695628;237813;collab
616265;393752;collab
34063335;502782;collab
524350;603598;collab
17935198;24057189;collab
177276;1200530;collab
875189;1710871;collab
393752;10517494;collab
3017784;2696239;collab
21997;755515;collab
755515;602265;collab
55175564;47639686;collab
52565120;47652218;collab
177276;257916;collab
305047;180240;collab
13421357;3313407;collab
3316959;709570;collab
40422592;502619;collab
3643460;524131;collab
3661660;2262242;collab
783089;1199500;collab
92804;281152;collab
54253983;10517486;collab
52626685;3365218;collab
9170123;46908609;collab
221066;1370132;collab
10497479;1327835;collab
2091130;1536874;collab
194796;9095805;collab
846388;2843518;collab
2091130;1554243;collab
819325;587345;collab
3379355;1633442;collab
21997;1236476;collab
586915;16649;collab
2539048;3616121;collab
3439731;688801;collab
487100;10557191;collab
691155;10498782;collab
93400;2713315;collab
715211;1152168;collab
3506430;2677845;collab
174573;35604900;collab
3832257;196752;collab
145518;1691800;collab
1208922;1456480;collab
1911914;1695628;collab
1706932;64290;collab
240939;1091668;collab
18208852;527346;collab
430541;561063;collab
53761504;54170929;collab
53402331;98177;collab
794527;1894512;collab
1696949;149201;collab
1176515;3078696;collab
5819944;3618381;collab
9668529;3484733;collab
3832286;3506430;collab
12139702;1695628;collab
3299730;47707899;collab
1053557;55177847;collab
1536874;561063;collab
1990966;48416589;collab
9432054;1185759;collab
524350;1740723;collab
957070;10497604;collab
1911914;2295139;collab
441589;527346;collab
6923352;731329;collab
3537479;583330;collab
3322859;50412641;collab
105314;1123088;collab
3629750;1902888;collab
3377414;56540832;collab
10506252;2461724;collab
55781627;498071;collab
353523;40419564;collab
1500881;463577;collab
12925057;1058778;collab
3577492;3439731;collab
594319;2769047;collab
459290;1542517;collab
167442;1265522;collab
1200159;2343768;collab
22923487;54470958;collab
632599;688801;collab
738787;55058764;collab
1548517;54814826;collab
10219425;929601;collab
616265;1633442;collab
18046451;1265522;collab
408891;10545203;collab
1512881;1410373;collab
840008;954490;collab
3096583;294906;collab
588349;20544;collab
52933352;23354738;collab
20544;122030;collab
232462;256291;collab
1970849;2241634;collab
18208852;2494162;collab
781239;1781284;collab
20544;1745056;collab
502619;3365445;collab
3823274;740002;collab
601959;856095;collab
20544;3632732;collab
51395604;48496069;collab
846388;586915;collab
3462402;2229939;collab
1357196;1902888;collab
323277;149201;collab
1461050;47665239;collab
3179124;632279;collab
3832251;3564951;collab
299889;52276208;collab
561063;1536874;collab
49939857;1494848;collab
734167;10832690;collab
3544515;1644999;collab
1573733;2343319;collab
3563293;384014;collab
9236988;1142659;collab
96914;97170;collab
1467208;18461058;collab
5672440;53307089;collab
21997;149201;collab
1805173;2518238;collab
3635905;2298592;collab
384014;26112;collab
1361575;3629694;collab
362739;129563;collab
17902638;53761504;collab
1771176;199499;collab
731329;114000;collab
3832289;2474635;collab
2689917;937815;collab
135668;21997;collab
1623165;795368;collab
2078186;872006;collab
154743;795368;collab
3316959;994018;collab
1128738;145518;collab
1826743;1202049;collab
563416;160374;collab
3365225;21637031;collab
1915999;50742233;collab
524131;1208922;collab
757952;52818972;collab
299484;795368;collab
1233948;1695628;collab
80674;2033428;collab
3496607;781239;collab
40422591;1044933;collab
1786377;601959;collab
47382659;53650693;collab
3331222;18046451;collab
10224196;976195;collab
1025204;84674;collab
3823153;1031845;collab
9431998;513831;collab
3317730;599167;collab
12518928;436647;collab
1479429;1819604;collab
21116;1955606;collab
40420210;52276208;collab
2194916;1990966;collab
3832289;1456480;collab
1826743;773154;collab
64290;417545;collab
227307;64290;collab
3832253;1142659;collab
3312548;125865;collab
3638747;3618381;collab
13205983;60337;collab
92955;1200530;collab
12925057;1456480;collab
1079004;794527;collab
785284;571081;collab
5201914;152072;collab
3559730;53786510;collab
3661660;2917734;collab
21890776;545451;collab
740002;6923352;collab
818850;53698878;collab
3577492;976195;collab
1058778;651228;collab
53401533;632279;collab
96914;300056;collab
1013864;49401;collab
45323558;49939857;collab
47190796;1522013;collab
47667757;795368;collab
2189317;436647;collab
855543;1721354;collab
53054903;58727;collab
3823274;601959;collab
49513591;50898066;collab
3832284;553305;collab
52523543;1225906;collab
36495851;487782;collab
3439731;1765874;collab
414332;794527;collab
4040114;2004084;collab
524131;494965;collab
1639560;1123207;collab
3365456;540880;collab
561063;3299730;collab
704751;1327719;collab
688801;12518928;collab
1048079;93428;collab
676309;1819604;collab
561063;3549954;collab
3629707;257916;collab
18208852;1392090;collab
3314520;385346;collab
1499701;1079004;collab
3393270;3377753;collab
2437370;92955;collab
3428277;1123088;collab
601959;64290;collab
754647;994018;collab
632599;1765874;collab
3571602;1370132;collab
2975450;918710;collab
3409297;1200530;collab
3365360;42138;collab
10832690;1053557;collab
3484240;616265;collab
3561475;3506898;collab
53591624;3983755;collab
194796;3322859;collab
1126212;3313407;collab
6892255;4040114;collab
3472041;1628808;collab
181077;5855042;collab
1205470;181077;collab
1695628;3462404;collab
1803820;47201068;collab
1125091;283361;collab
188847;605848;collab
1577705;50412641;collab
1740038;1142659;collab
27742;524131;collab
3564951;55177847;collab
17902638;40419197;collab
232583;53601640;collab
417069;755515;collab
7521;3629694;collab
3832258;3526787;collab
3829656;784352;collab
936923;52290693;collab
566838;707139;collab
2078186;358294;collab
3365307;1049568;collab
3629706;1456480;collab
6090;1598769;collab
3629717;1819604;collab
2282500;59042;collab
810078;377922;collab
19525;445271;collab
3616636;136487;collab
1151530;755515;collab
1142659;44685;collab
224552;386363;collab
436123;49256218;collab
763625;169566;collab
199499;10878476;collab
1618625;384301;collab
3783703;560420;collab
3549946;4689358;collab
1479429;1399202;collab
3365364;3333413;collab
9429566;134086;collab
1573733;3556501;collab
1356251;1343887;collab
169069;3983755;collab
1573733;3335145;collab
563443;464355;collab
3174077;56637716;collab
18046451;417545;collab
3349370;1140946;collab
662803;3823274;collab
853868;3365354;collab
676309;1123088;collab
49939857;3079338;collab
295017;1536874;collab
1053557;755515;collab
1026865;2343768;collab
689320;2263719;collab
436647;32909;collab
2976916;1399202;collab
2034264;553305;collab
1749648;994018;collab
1551043;40419564;collab
53307089;494965;collab
3635892;3571616;collab
8017528;1263828;collab
1165461;1765874;collab
18109728;1903859;collab
3335145;2652515;collab
461035;114000;collab
828434;831237;collab
115555;757952;collab
3564564;2652515;collab
967515;753069;collab
3507709;1109340;collab
915593;442978;collab
21997;53518316;collab
17992362;846388;collab
620116;3629716;collab
1379912;3365369;collab
688801;1819604;collab
1536874;359865;collab
3635892;3508597;collab
3607548;50293022;collab
1662749;33342;collab
1397937;1123088;collab
584277;55194451;collab
1200530;602265;collab
3643460;676309;collab
846388;386032;collab
1710746;3322859;collab
50992913;1219483;collab
12518928;605848;collab
40419186;790244;collab
2149865;734167;collab
2702206;10490302;collab
557751;2164557;collab
936923;539230;collab
53698797;1109340;collab
1765874;53786510;collab
728755;406798;collab
3832274;3484675;collab
755515;652039;collab
3549954;2167811;collab
305047;2298592;collab
1399202;1845356;collab
154490;1995279;collab
53698797;48603799;collab
3314520;1058778;collab
348009;18206946;collab
3459998;651228;collab
84674;954490;collab
605146;1628808;collab
34063294;2280957;collab
9612378;2241634;collab
907095;1219483;collab
1807506;1512881;collab
10218990;50677792;collab
552;2667717;collab
2309290;149201;collab
2320964;145518;collab
1370029;210600;collab
3560784;299484;collab
2106748;921043;collab
3566039;2241634;collab
21997;22939480;collab
3566146;52276208;collab
298115;3313407;collab
9431926;340666;collab
2522756;2405870;collab
623711;124480;collab
875189;1780247;collab
59042;53688303;collab
3571617;191987;collab
3629694;1499701;collab
976195;1315774;collab
256291;364422;collab
53159713;1166274;collab
3462402;40422604;collab
1683900;1053557;collab
790244;42138;collab
708524;97170;collab
1138939;603598;collab
1730292;50666378;collab
5842850;2131564;collab
2689917;224552;collab
134086;2389295;collab
587345;386363;collab
12518928;20544;collab
40420994;1990966;collab
40421372;42138;collab
194796;662803;collab
725620;1176051;collab
1623165;602537;collab
1208922;3690454;collab
1780247;795368;collab
731329;377690;collab
915593;1467208;collab
36706183;3559730;collab
3365217;2667717;collab
601959;937815;collab
299484;2616261;collab
10832690;954490;collab
740002;1200530;collab
3462402;18663599;collab
361097;2247005;collab
616265;2096458;collab
3350496;1219483;collab
1048079;1688876;collab
3607548;3556509;collab
3609934;3526787;collab
688801;755515;collab
1807506;3462403;collab
954490;1628808;collab
3832289;92804;collab
65293;95516;collab
459290;2052495;collab
3365334;1309138;collab
748886;755515;collab
1265522;53659620;collab
651512;755515;collab
256291;1417835;collab
42175;3371750;collab
53554938;2078186;collab
26526;33342;collab
520332;740002;collab
1935423;67040;collab
3629706;2975450;collab
1129425;52799925;collab
3629694;351168;collab
2314808;143212;collab
379606;84674;collab
673325;40422598;collab
1488310;1714087;collab
4212278;1695628;collab
6822508;1818317;collab
64545;146552;collab
152072;63698;collab
1769228;64290;collab
12925057;385346;collab
1995279;53635770;collab
3832250;3564951;collab
3629694;3632732;collab
1053557;527569;collab
2002962;3313407;collab
3639437;261768;collab
20544;180240;collab
347930;1819604;collab
55726596;92403;collab
2262242;403145;collab
3642481;2494162;collab
403149;3335676;collab
266758;1140946;collab
903504;1695628;collab
1351972;1819604;collab
379385;1200530;collab
1548517;9131967;collab
1411009;233882;collab
53402331;315058;collab
1903859;1200159;collab
1780247;1176051;collab
1370029;145518;collab
3635905;36495851;collab
359050;608369;collab
50239183;3526787;collab
3661660;1140946;collab
628230;257916;collab
430541;55218508;collab
385681;114228;collab
34063339;61985;collab
10832690;2263719;collab
3317593;619732;collab
459290;1253699;collab
53130193;216355;collab
854124;1769228;collab
52475904;2667717;collab
758524;1925409;collab
724872;3641050;collab
781239;3365295;collab
47417593;1140946;collab
50897485;976195;collab
10223633;45909;collab
1794430;56151671;collab
795368;3005767;collab
740002;53698797;collab
1095257;3549917;collab
1042959;135668;collab
181077;10498782;collab
1430543;53307089;collab
746358;98177;collab
21997;53094;collab
732171;2164557;collab
1818317;616265;collab
21983973;708524;collab
852431;59042;collab
194796;981847;collab
3485488;1200530;collab
1656916;67040;collab
16649;42210600;collab
181077;994018;collab
4791227;135948;collab
2437370;1399202;collab
1769228;97170;collab
1959814;3744943;collab
1151530;2689917;collab
3349370;2343768;collab
10521580;1737218;collab
2665621;3313407;collab
47366079;790244;collab
3078696;2114277;collab
3588144;1140946;collab
1843723;1034757;collab
3428277;7131;collab
810133;35554435;collab
10832690;436647;collab
1695628;794527;collab
1620001;879548;collab
1963538;64290;collab
1819604;524131;collab
524131;19202;collab
358294;390305;collab
406798;571081;collab
37132697;1991506;collab
1818317;51449022;collab
21890776;1111513;collab
2175710;64290;collab
55396940;40422591;collab
893694;662803;collab
3561475;115298;collab
239137;1315774;collab
236541;1123088;collab
1176051;2167811;collab
695126;52818972;collab
731329;608369;collab
229553;194796;collab
19525;237743;collab
1079004;1695628;collab
1696949;2295139;collab
599167;40422604;collab
55726596;47652218;collab
59267;115555;collab
831237;226748;collab
4436923;709853;collab
763625;52197781;collab
898125;545451;collab
348009;1399202;collab
1026865;1140946;collab
56830108;1710871;collab
2241634;22939480;collab
402341;485160;collab
78072;3079338;collab
3485100;1141665;collab
47180381;1990966;collab
520332;3450212;collab
2181032;2295139;collab
135663;10559758;collab
319174;794527;collab
1545830;2274687;collab
1911914;3322859;collab
2021111;52286024;collab
3619446;259224;collab
708524;300056;collab
3323433;2164557;collab
2977718;61801;collab
384014;54170929;collab
1117178;540819;collab
2149865;3559730;collab
1054280;6923352;collab
92804;6827392;collab
795368;181077;collab
3629722;1300174;collab
756948;54557867;collab
1560592;281152;collab
1499701;6923352;collab
3552786;340666;collab
313514;53500288;collab
160374;1536874;collab
3641050;120308;collab
508274;1628808;collab
688801;502782;collab
2114277;323890;collab
2078186;56151671;collab
436647;1695628;collab
398888;332741;collab
384014;177276;collab
2114092;1142659;collab
459290;893694;collab
3579395;1200159;collab
23153860;725620;collab
2126906;92955;collab
2263719;1370132;collab
724872;2992739;collab
9424424;1976936;collab
1031524;1219483;collab
1818317;1200530;collab
781239;812183;collab
359050;10497604;collab
5925288;85018;collab
726096;1329528;collab
993605;26112;collab
3635891;2241634;collab
10706025;2689917;collab
53591624;416961;collab
287967;53450727;collab
748886;705794;collab
1526998;793899;collab
10521580;628230;collab
954490;84674;collab
47527854;2181032;collab
1818317;410331;collab
42138;1127180;collab
3365278;22843173;collab
47638175;508274;collab
552;3299730;collab
494965;6923352;collab
2462390;315058;collab
3393270;668017;collab
688801;601959;collab
34117378;1109340;collab
5730;403822;collab
616265;257916;collab
2665621;53307089;collab
180240;957070;collab
1780247;1200530;collab
957070;10557191;collab
1425548;448985;collab
1695628;1995279;collab
1623165;854124;collab
375319;616265;collab
3629713;3549946;collab
660171;209615;collab
2241634;2096458;collab
384014;1200530;collab
241200;314363;collab
3106274;44685;collab
1098028;3365274;collab
9432009;41682;collab
379606;601959;collab
3832274;107801;collab
592315;571081;collab
1769228;140972;collab
3365339;3174077;collab
3635892;1765874;collab
224552;10559758;collab
1128738;10832690;collab
59042;448985;collab
18960884;755515;collab
53493538;1108876;collab
1786377;1765874;collab
1374045;1498760;collab
125865;1554243;collab
1425548;1417835;collab
3409131;2340309;collab
3365224;21637031;collab
2522756;287967;collab
1466157;3545134;collab
2914935;1943259;collab
489816;852431;collab
1232150;601959;collab
316837;42296873;collab
927949;417545;collab
2175710;188847;collab
1631408;3526901;collab
3365218;53094898;collab
55781627;3365490;collab
299484;403149;collab
3564951;2456426;collab
3629710;1128738;collab
52319344;237813;collab
2114594;604144;collab
1176515;18046451;collab
67458;1740723;collab
1329528;936807;collab
1461050;540819;collab
3642249;16649;collab
1126212;812183;collab
5331964;494965;collab
403149;1791276;collab
1095257;417545;collab
51449022;1109340;collab
314363;1455907;collab
51181624;2247005;collab
540819;53450727;collab
12139702;9095805;collab
266758;1034757;collab
1126212;620116;collab
1769228;47745330;collab
332741;1265522;collab
384301;1644999;collab
1327835;1808203;collab
976195;305047;collab
483299;50677792;collab
3635891;3576686;collab
1329528;18206946;collab
991049;266603;collab
10832690;7131;collab
3482117;995649;collab
276064;1034029;collab
1048079;2616261;collab
55105366;1200530;collab
3841503;3610517;collab
1167135;1976936;collab
403149;364422;collab
738673;1560592;collab
725620;9180183;collab
1826743;633471;collab
2122309;85018;collab
688801;3571628;collab
3370056;457138;collab
53982076;1074967;collab
50373782;937815;collab
1818317;10555029;collab
1349960;2295139;collab
3838781;502782;collab
47495661;42210600;collab
442978;1077618;collab
349173;1772051;collab
46356;18046451;collab
3561475;40422597;collab
47495661;320403;collab
47740307;625296;collab
634165;10832690;collab
758068;390956;collab
571257;10498782;collab
2132980;3629706;collab
3635893;709853;collab
3485488;740002;collab
9432002;3313407;collab
3577492;12518928;collab
724872;3507709;collab
3629705;801921;collab
1536874;70423;collab
687366;1109340;collab
1351972;1225906;collab
337984;1628808;collab
3632732;781239;collab
731329;1894512;collab
276064;393752;collab
3832289;3530349;collab
1131742;121011;collab
539230;498250;collab
358294;790244;collab
21997;2096458;collab
688801;47471283;collab
3350496;994018;collab
529414;860414;collab
2298592;8748431;collab
53591624;53554938;collab
3325629;2497129;collab
70423;755515;collab
17927374;2181032;collab
12131737;20544;collab
588349;616265;collab
22922143;153119;collab
47415191;515313;collab
53137515;175176;collab
2834613;1875230;collab
616265;3610517;collab
981847;1359568;collab
368747;6829944;collab
630735;299610;collab
2652515;92804;collab
119125;616265;collab
52319344;1406793;collab
18046451;145518;collab
525592;1955606;collab
674550;45323558;collab
688801;1399202;collab
3635891;1176515;collab
3552915;1199500;collab
817956;1572145;collab
3365456;3365365;collab
1623165;7158557;collab
6090;3626301;collab
