source;target;layer
831237;244466;cite
2323706;1017214;cite
3365406;6923352;cite
12518928;2798309;cite
632599;294906;cite
3393270;1128738;cite
1695628;441589;cite
1973531;3315271;cite
9432025;229270;cite
10517482;1717780;cite
10832690;1633442;cite
3823153;795368;cite
2167811;81385;cite
1461050;3348167;cite
12518928;1109340;cite
340666;1109340;cite
2421538;53578978;cite
740002;1079004;cite
10832690;22843173;cite
1554243;53607159;cite
3365218;85018;cite
3629682;10695897;cite
2186716;738673;cite
17902638;40419563;cite
898125;795368;cite
954490;483299;cite
522060;17927374;cite
1219483;55726596;cite
3409297;502782;cite
2415794;438079;cite
976195;47183421;cite
708524;602537;cite
115555;3313119;cite
115555;436647;cite
181077;220129;cite
819325;463577;cite
758068;433468;cite
691155;349173;cite
2122309;9116441;cite
305047;53786510;cite
811813;6923352;cite
734167;18633234;cite
3571628;149201;cite
284269;21029;cite
875189;2034264;cite
1516676;879548;cite
3365388;2122309;cite
3635893;122030;cite
110282;738673;cite
3330274;10498782;cite
1356298;44685;cite
1826743;3485488;cite
54544458;954490;cite
1141665;2320964;cite
2778116;937815;cite
795368;557751;cite
1548517;1461050;cite
708524;181077;cite
1536874;2167811;cite
169069;441490;cite
520351;1843723;cite
416961;403822;cite
994018;87624;cite
819325;1123088;cite
47257876;22763991;cite
3454337;2689917;cite
1123088;1147403;cite
1428251;2624870;cite
1990966;23154808;cite
860012;502782;cite
3409296;879548;cite
21997;3579487;cite
96914;51172817;cite
3365431;47548482;cite
1740723;3079338;cite
603879;795368;cite
79857;933536;cite
18489316;2917734;cite
2619496;18633234;cite
1233948;794527;cite
2437370;1819604;cite
3485488;2263719;cite
1505638;64290;cite
448985;10521580;cite
1520745;1109340;cite
1417835;40422604;cite
819325;1117178;cite
21997;2100674;cite
520332;1031845;cite
340666;1818317;cite
2295139;54170929;cite
154743;1392090;cite
56648954;1843723;cite
48603799;731329;cite
3564564;1500881;cite
47554432;1993470;cite
52197781;370814;cite
26526;3322859;cite
1925409;1463145;cite
3832254;549565;cite
868730;47667757;cite
966585;513831;cite
879548;53510019;cite
433468;181077;cite
781239;17897922;cite
276064;47271543;cite
357786;1722247;cite
3075720;1727701;cite
1015802;2164557;cite
18046451;1903859;cite
561063;59042;cite
3629705;3313779;cite
2004084;2539048;cite
3983755;585496;cite
92403;1370132;cite
907095;831237;cite
386672;1022478;cite
1402107;1695628;cite
3635706;811813;cite
793899;54929444;cite
1358916;134086;cite
3365343;49939857;cite
3365406;601959;cite
23480946;134086;cite
18489316;2262242;cite
1521025;502782;cite
83891;2497129;cite
294179;83891;cite
442978;52799925;cite
9095805;26112;cite
1990966;50677792;cite
563443;253283;cite
920685;251545;cite
3549954;80674;cite
84734;994018;cite
300056;181077;cite
3365458;215222;cite
599167;2229939;cite
19525;214620;cite
3635891;971966;cite
1843723;933536;cite
2241634;53108325;cite
1049568;160374;cite
79984;1993470;cite
1111513;1780247;cite
3428277;1176515;cite
84472;1536874;cite
1123207;738673;cite
2114277;1123088;cite
40420210;1017214;cite
1554243;2033428;cite
1356251;17927325;cite
3323433;601959;cite
2114277;937815;cite
359050;54170929;cite
332741;3322602;cite
1266473;47650709;cite
20544;351168;cite
1176051;80674;cite
42296873;1108299;cite
781239;53890749;cite
181077;772610;cite
1595339;114000;cite
53386702;358124;cite
222057;602537;cite
831237;3365490;cite
1417835;1094428;cite
3832252;1142659;cite
361097;1456480;cite
18046451;40421427;cite
47192410;543365;cite
3349370;284269;cite
625296;40421427;cite
1357196;386271;cite
53786510;26112;cite
740002;571081;cite
753069;145585;cite
1219483;40419186;cite
1417835;6829944;cite
3530351;40419564;cite
1536123;1108242;cite
2975450;448985;cite
2338139;1054090;cite
790244;1628808;cite
3616636;17997458;cite
4040114;4689358;cite
1108876;2079936;cite
1263828;210600;cite
673325;954490;cite
1123088;3365458;cite
622210;1536874;cite
438079;6923352;cite
169069;1117178;cite
1054280;1200530;cite
341294;244466;cite
1499701;1200530;cite
976195;436647;cite
5730;2344131;cite
1784695;47237628;cite
1536874;359865;cite
957070;893694;cite
522060;630735;cite
3332045;85018;cite
53698797;233882;cite
795368;3506430;cite
588349;3823274;cite
19525;867633;cite
1559089;651512;cite
1128738;3629707;cite
358470;384301;cite
3332045;3174077;cite
36495851;1527651;cite
790244;1265522;cite
1185759;3335676;cite
1417835;1598769;cite
1091668;47654842;cite
42138;1461050;cite
1488310;46121230;cite
522060;40422591;cite
2314808;3505222;cite
981847;21997;cite
608369;1527651;cite
3005767;431325;cite
1794430;563443;cite
92804;3629694;cite
524350;540819;cite
3508597;115555;cite
3396174;4689358;cite
50055592;143212;cite
976195;51599466;cite
1123207;3642481;cite
3618381;379385;cite
3832269;46911587;cite
1042959;1399202;cite
3365224;170667;cite
1786377;482936;cite
3377414;390305;cite
3826657;2539048;cite
3641050;54170929;cite
1771176;6838207;cite
98177;56379207;cite
3497619;1536874;cite
441490;1117178;cite
1086824;2624870;cite
1087377;1687644;cite
3315344;1922927;cite
3365490;299610;cite
316437;1993470;cite
676309;1819604;cite
1613090;23356016;cite
795368;49740233;cite
4040114;6892255;cite
991693;47271543;cite
1826743;3397492;cite
1995279;1598769;cite
4040114;2004084;cite
2778114;9180183;cite
27742;1559089;cite
1167135;1231240;cite
1048079;489816;cite
433468;1146466;cite
1464329;26112;cite
2277630;132076;cite
9233468;954490;cite
724810;678043;cite
494965;1200530;cite
2033428;1554243;cite
563443;2624870;cite
3566039;5387401;cite
295017;3365256;cite
675055;315269;cite
2096741;1467208;cite
384014;3563293;cite
3501312;1536874;cite
1995279;1094428;cite
53635840;125865;cite
359050;3365279;cite
169069;1353615;cite
145518;23356016;cite
542939;1780247;cite
1765874;773154;cite
2041910;527569;cite
49800324;1628808;cite
55164073;54300363;cite
1116459;893694;cite
53498645;719117;cite
2539048;6892255;cite
808963;64290;cite
340666;50412641;cite
11017225;21997;cite
426596;9233468;cite
12518928;448985;cite
1053557;527569;cite
10832690;1903859;cite
379606;2164557;cite
3832289;3005767;cite
10497479;1358719;cite
12133195;2667717;cite
976195;755515;cite
21029;1572145;cite
299610;622210;cite
50230;410331;cite
416961;5730;cite
9428466;651512;cite
17902638;10883801;cite
37078;53890749;cite
991049;406614;cite
795368;92804;cite
3358021;508274;cite
93400;2263719;cite
1625439;3450212;cite
13070376;1488310;cite
53371505;1722247;cite
1121404;3495760;cite
2297826;840035;cite
2263719;755515;cite
785284;1780247;cite
3347950;22304884;cite
3025603;36495851;cite
1608014;994018;cite
817180;1142659;cite
1208922;2624870;cite
1199134;2431681;cite
65290;2798309;cite
2004084;20544;cite
436647;3322859;cite
93851;1208922;cite
448985;1034757;cite
2945658;80674;cite
1128738;5953278;cite
448985;53786510;cite
384301;3317730;cite
6923352;257916;cite
828791;10498782;cite
3506430;824769;cite
1011874;2033428;cite
19202;1819604;cite
3635892;84674;cite
1722247;1897555;cite
3179124;2677845;cite
3505221;50412641;cite
10572467;616265;cite
91198;561596;cite
734167;3501579;cite
1819604;994018;cite
42138;21754404;cite
92804;1156820;cite
198605;1749648;cite
795368;2474635;cite
390956;510117;cite
1461050;83891;cite
1054090;2338139;cite
3545991;3316959;cite
47494950;413409;cite
2914935;1049568;cite
44685;1140946;cite
7873887;52489;cite
227545;748886;cite
6893045;1706932;cite
1852948;1200530;cite
377922;50412641;cite
557751;601959;cite
10832690;333937;cite
3632732;3308035;cite
85018;2708499;cite
2320964;1990966;cite
54155678;483299;cite
3641050;1232150;cite
976195;53554938;cite
57153;1845460;cite
2942541;3350659;cite
689320;1819604;cite
5730;2295139;cite
22307522;3365274;cite
1014975;15534;cite
1633442;889494;cite
520351;699977;cite
36706183;1200530;cite
3129332;994018;cite
384014;194796;cite
564148;4115898;cite
3618381;513831;cite
1479429;1818317;cite
1990966;64290;cite
256291;981847;cite
3365204;1358771;cite
40422587;10527234;cite
27742;676309;cite
520332;811813;cite
2689917;755515;cite
734167;889494;cite
3365400;1123088;cite
653807;2167811;cite
181077;84674;cite
506770;209615;cite
959332;812183;cite
494965;1488310;cite
54977451;335089;cite
3841503;4774097;cite
1111513;1054280;cite
929718;552;cite
994018;18081077;cite
2078186;169566;cite
666211;386271;cite
772610;463577;cite
386672;402341;cite
506760;2323706;cite
1536874;12459928;cite
537351;2157826;cite
10523026;52560;cite
2003126;557751;cite
3078785;666332;cite
1667844;1406793;cite
1520575;658861;cite
263352;2295139;cite
379385;3317730;cite
2041910;10832690;cite
3641050;2041910;cite
3832286;795368;cite
42138;1739776;cite
508274;53038779;cite
3365213;110262;cite
1329528;384014;cite
1594754;1722247;cite
47593436;10513013;cite
979964;372568;cite
53650693;994018;cite
2002962;257916;cite
724341;1200159;cite
3462419;181077;cite
1126212;2340538;cite
1087377;625296;cite
385346;2389295;cite
55932852;53067561;cite
3616643;41682;cite
3564951;115298;cite
994018;47654842;cite
1308570;80674;cite
1548517;695562;cite
1973531;53786510;cite
6923352;604144;cite
673325;1363826;cite
1903859;1687644;cite
731329;1628808;cite
561063;53169199;cite
9424424;1231240;cite
56648954;78072;cite
181077;433468;cite
1559089;1819604;cite
3507706;524131;cite
3836999;3629716;cite
403149;2295139;cite
3442398;1976061;cite
2462390;98177;cite
385681;16649;cite
994018;1819604;cite
2905884;2245140;cite
785284;1370132;cite
976195;47527854;cite
10832690;616265;cite
3530299;2702206;cite
258675;47271543;cite
12925057;53688303;cite
115555;53159713;cite
1745056;1109340;cite
1200159;1086894;cite
2335802;6829944;cite
781239;7521;cite
155175;50666378;cite
36495851;1015400;cite
1318073;810078;cite
63698;3546571;cite
1467208;3079879;cite
53416656;4689358;cite
1722247;47201068;cite
3629682;1156820;cite
522060;52276208;cite
571257;181077;cite
9424424;2769047;cite
841959;1004083;cite
1973531;237904;cite
2437370;1521025;cite
438079;1954738;cite
1185229;42211270;cite
10707577;145518;cite
2065047;945317;cite
3365190;5953181;cite
601959;49517156;cite
666211;55932852;cite
1943259;1049568;cite
3516409;1231240;cite
1208922;502782;cite
1819604;1845356;cite
55396940;889494;cite
9231692;724623;cite
53635770;53761504;cite
46356;181077;cite
110282;438079;cite
1315774;3549917;cite
2992739;2041910;cite
50897485;305047;cite
695126;1127180;cite
47627502;61985;cite
1628808;42138;cite
1791432;1191293;cite
1235665;227545;cite
3635892;10879335;cite
561063;227545;cite
1329528;26112;cite
691155;605848;cite
824769;1536874;cite
285550;1521045;cite
262211;3365308;cite
3333053;622210;cite
3365445;994018;cite
98177;746358;cite
18046451;954490;cite
4744817;1521025;cite
1536874;1628808;cite
102979;181077;cite
557751;6923352;cite
1117178;1993470;cite
221066;571081;cite
734572;954490;cite
524131;2624870;cite
54544458;47471283;cite
1915571;929718;cite
1644999;744303;cite
794527;557751;cite
18371328;1769228;cite
3645752;1467208;cite
755515;300056;cite
53554938;416961;cite
1208922;824769;cite
379606;2017504;cite
1695830;1628808;cite
601959;494965;cite
145518;1436435;cite
48044150;114000;cite
390956;445271;cite
561063;59042;cite
1066211;390956;cite
10497479;50818823;cite
304424;1399202;cite
208096;1123088;cite
2734538;2314808;cite
1418732;1231240;cite
1769228;1116660;cite
36706183;588349;cite
879548;1183160;cite
957070;1070331;cite
717601;662872;cite
601959;233882;cite
115555;10506977;cite
17937210;795368;cite
92007;229270;cite
1485158;994018;cite
5730;3365431;cite
1374045;731329;cite
10879335;714492;cite
678043;2696239;cite
3860428;920685;cite
19525;2323706;cite
3330274;2474208;cite
1327835;10497479;cite
3635892;755515;cite
181077;15534;cite
6117682;6829944;cite
1128738;2023353;cite
3106274;974990;cite
594770;954490;cite
3983755;755515;cite
1310109;42211270;cite
651512;4115898;cite
2263719;2624870;cite
386323;1176051;cite
1200530;2298592;cite
9490152;47415191;cite
1551043;1745056;cite
304424;9095805;cite
438079;1894512;cite
9137032;3832274;cite
1818317;994018;cite
3335145;3619806;cite
17876629;47471283;cite
3641050;54170929;cite
663683;1123088;cite
9231692;51599466;cite
123990;876119;cite
23356016;18046451;cite
20544;709570;cite
522060;602265;cite
976195;257916;cite
957070;3365279;cite
13359325;1054280;cite
18057148;3365190;cite
1633442;22304884;cite
1857624;3348354;cite
3564564;42175;cite
305047;6923352;cite
3526787;1464329;cite
738673;438079;cite
1361575;45178;cite
3365457;1633442;cite
738787;55058764;cite
110282;92804;cite
2320964;1399202;cite
12661578;3365343;cite
149736;1011874;cite
539230;527346;cite
2091130;459308;cite
3462420;2295139;cite
3319495;994018;cite
734167;840008;cite
255921;1126212;cite
358294;56540832;cite
623711;54201790;cite
4212278;47201068;cite
1333303;53698797;cite
48603799;233882;cite
854124;1769228;cite
10500412;323890;cite
740002;2298592;cite
684867;851440;cite
47415191;2114277;cite
406798;1780247;cite
1315840;1816816;cite
715211;390956;cite
359050;18663599;cite
3832261;345165;cite
501775;299610;cite
1633442;386271;cite
954490;714314;cite
369656;22304884;cite
9134150;907095;cite
489816;49740233;cite
359050;1379905;cite
5331964;1819604;cite
906247;1688876;cite
386271;52818972;cite
696825;145518;cite
52626685;17927337;cite
10218990;3365279;cite
47201068;860414;cite
3644306;3313407;cite
10832690;937815;cite
295616;3629724;cite
3546571;18487991;cite
52290693;2260734;cite
1263828;10227266;cite
3618466;994018;cite
795368;59042;cite
386271;616265;cite
10832690;1123088;cite
1140946;2335802;cite
1781284;466115;cite
3629694;3317730;cite
1620001;1123088;cite
976195;1148867;cite
1771176;960731;cite
1818317;229270;cite
10885362;3265364;cite
2277630;485160;cite
149736;540880;cite
1126212;257916;cite
824769;413263;cite
3542318;3365490;cite
2295139;145585;cite
966585;16649;cite
93607;53698797;cite
698871;1353615;cite
6090;54170929;cite
227545;236541;cite
304424;662803;cite
1034308;1894512;cite
852589;12459928;cite
372568;699977;cite
3629707;3313407;cite
705794;571081;cite
2114277;9149894;cite
237813;18206946;cite
1031524;10890905;cite
3545991;20544;cite
2489773;135948;cite
3439731;3365490;cite
3508961;1456480;cite
2335111;3313407;cite
740002;1200530;cite
244289;466115;cite
719117;2421538;cite
1399202;323890;cite
2476051;347041;cite
937815;152072;cite
3313779;263352;cite
235376;557751;cite
9253;795368;cite
40419186;1780247;cite
740002;3365406;cite
962770;134086;cite
699977;49256218;cite
10832690;233882;cite
1208922;413263;cite
1417835;1269985;cite
1644999;667542;cite
688801;3377755;cite
3545991;1079004;cite
9431926;1109340;cite
3316959;3317730;cite
765465;406243;cite
563443;53192;cite
616265;1922927;cite
47665239;1461050;cite
2162908;525422;cite
1208922;1123088;cite
783089;2004084;cite
915593;1127180;cite
26526;3823274;cite
1423759;9095805;cite
3379355;1887166;cite
1803820;1662749;cite
18487991;3546571;cite
2052495;3443839;cite
3638747;810133;cite
2437370;502782;cite
1963538;1221423;cite
15534;1266473;cite
9428466;21997;cite
180240;1644999;cite
3642208;227545;cite
1771176;145518;cite
3365260;1071941;cite
601959;1048896;cite
1973531;1894512;cite
3308035;53698797;cite
3564951;40422597;cite
2295139;6923352;cite
667542;1695628;cite
795368;2167811;cite
384014;2344131;cite
2437370;3377755;cite
834228;2917734;cite
695126;26112;cite
954490;53779185;cite
2241634;115555;cite
1695628;316437;cite
20735796;3533694;cite
51449022;54170929;cite
3859512;398888;cite
6923352;436647;cite
991693;393752;cite
3823274;773154;cite
3501312;2945658;cite
3661660;2696239;cite
1108299;40421589;cite
1194029;1000284;cite
3496607;1109340;cite
402341;3559730;cite
1140946;1669835;cite
975664;1417835;cite
795368;10695897;cite
3409297;6923352;cite
1990966;64290;cite
592315;1780247;cite
2175710;40421116;cite
579503;51181624;cite
53698797;384014;cite
731329;1943259;cite
906247;485160;cite
3013450;811813;cite
52858667;192481;cite
3365296;1633442;cite
731329;1044728;cite
137638;2241634;cite
520332;859601;cite
4040114;4689358;cite
1206464;1054731;cite
855543;10517494;cite
879548;755515;cite
441589;41682;cite
2702206;2298592;cite
936378;194289;cite
867633;310405;cite
3333053;3348167;cite
53698797;50942813;cite
50151115;2421538;cite
10572467;47496497;cite
1053557;489816;cite
383824;3109325;cite
241200;53450727;cite
724872;54170929;cite
539230;184710;cite
834228;2262242;cite
1826743;601959;cite
1688876;1628808;cite
3629707;2181032;cite
1298469;5730;cite
1521225;196752;cite
448985;299610;cite
98177;10498782;cite
3344762;53189740;cite
34063294;3526901;cite
840008;417545;cite
1802349;284269;cite
819325;3983755;cite
1412389;438432;cite
1461050;719117;cite
43950532;422286;cite
561596;181077;cite
757952;2175710;cite
353523;3299730;cite
34063290;1399202;cite
1745056;323890;cite
10572467;1894512;cite
369656;1902888;cite
47404258;97170;cite
1935423;1108299;cite
256291;3335676;cite
92955;6923352;cite
353523;1745056;cite
235376;520332;cite
2189317;8748431;cite
379385;1200530;cite
1253699;3443839;cite
3096583;1500881;cite
10832690;1053557;cite
3365431;793899;cite
150077;1818317;cite
40421116;349173;cite
1208922;52799925;cite
17937210;80674;cite
49668;3549946;cite
20544;3629694;cite
576741;17904819;cite
34063315;261714;cite
1805173;570589;cite
93400;3580840;cite
3313779;1633442;cite
390956;433468;cite
3549915;3313407;cite
2512191;21029;cite
505697;50035257;cite
3549954;344082;cite
47660844;1894512;cite
92804;386672;cite
3506430;937815;cite
50224283;1500881;cite
478817;994018;cite
1819604;2624870;cite
135663;17957889;cite
566949;2241634;cite
1053557;954490;cite
2437370;3571615;cite
704751;312350;cite
248041;275926;cite
58809;838147;cite
21997;51598084;cite
50373782;945187;cite
3608651;9431810;cite
1818317;3365406;cite
3485488;601959;cite
22565200;1993470;cite
3618381;3462786;cite
524350;1628808;cite
193776;705794;cite
738787;933536;cite
9431811;53192;cite
53591624;2078186;cite
1536874;59042;cite
668017;103922;cite
3407799;1780247;cite
688801;553305;cite
817180;2004084;cite
40422588;1628808;cite
3838781;494965;cite
56540832;40422583;cite
1054280;2164557;cite
134086;359050;cite
783956;3355369;cite
5031499;1417835;cite
2007366;1818317;cite
13421357;257916;cite
1915999;2132771;cite
92804;1831234;cite
1357357;790244;cite
4350981;377922;cite
1122091;236800;cite
361485;1307643;cite
10521580;40419563;cite
3365458;10223632;cite
1980991;42269134;cite
1345194;417545;cite
1695628;26112;cite
3379355;494965;cite
385931;2167811;cite
1488310;10715604;cite
47754959;540819;cite
817180;549565;cite
65290;6923352;cite
384301;36495851;cite
783089;359050;cite
1176051;1536874;cite
1643665;2830972;cite
976195;20544;cite
286931;953718;cite
757952;974990;cite
9236988;134086;cite
10220044;215222;cite
47554432;295616;cite
1980991;12459928;cite
781239;359050;cite
3462402;1417835;cite
83891;3365360;cite
10707577;1265522;cite
1831234;40419564;cite
868128;47747107;cite
51670;3506952;cite
1417835;257916;cite
12518928;1315774;cite
386363;320056;cite
2335111;2298592;cite
1819426;601959;cite
4040114;2126906;cite
10832690;561596;cite
92804;3316959;cite
1633442;1488310;cite
994018;651512;cite
3439731;630735;cite
57153;1536874;cite
20544;3317730;cite
18489382;1995279;cite
408739;860907;cite
5032101;10832690;cite
1245783;20544;cite
1924104;2167811;cite
18960884;1456480;cite
2652515;1200159;cite
2437370;84674;cite
1079004;1542517;cite
21997;48057366;cite
3552786;1109340;cite
3618381;2126906;cite
795368;9118711;cite
2338139;299889;cite
594770;115555;cite
441589;276064;cite
51598084;498071;cite
181077;705794;cite
879548;762205;cite
994018;275376;cite
47382659;45323558;cite
7541566;1456480;cite
12755162;3517509;cite
3315271;1402107;cite
10572467;436123;cite
494965;21997;cite
4040114;3616121;cite
2175710;115555;cite
1461050;47754959;cite
1500881;84674;cite
85018;61985;cite
3641050;3500215;cite
285550;602537;cite
3526901;7521;cite
2335802;1633442;cite
2004084;50412641;cite
416961;47330938;cite
1200530;773154;cite
10223118;384014;cite
6825;17952872;cite
3317730;8748431;cite
3641050;18046451;cite
3393270;196752;cite
5463301;3616636;cite
1356251;937815;cite
10878479;92955;cite
831237;53761504;cite
2689917;370814;cite
3602440;740002;cite
630735;602265;cite
605848;58727;cite
3428277;4115898;cite
33342;936807;cite
966585;2696239;cite
34063282;3316959;cite
10520411;1990966;cite
2262242;513831;cite
566838;3629707;cite
731329;438432;cite
2052495;26112;cite
2241634;684867;cite
560420;442978;cite
181077;974990;cite
2613824;10832690;cite
110282;438079;cite
40422594;12459928;cite
52319344;49740233;cite
235376;170453;cite
96914;954490;cite
1116459;384014;cite
1425674;2038381;cite
1995279;40422604;cite
603598;695562;cite
3316566;1695628;cite
3365295;50412641;cite
546264;1200159;cite
3836999;991049;cite
1973531;1628808;cite
3867193;3539699;cite
3358021;1943259;cite
1058778;2389295;cite
1431306;3509315;cite
1628808;1208922;cite
907789;1770271;cite
3635893;1291393;cite
783089;43396392;cite
16649;10510665;cite
3823153;3316959;cite
18557017;1337792;cite
3350465;1997914;cite
1521225;2097593;cite
6117682;762205;cite
78072;17927337;cite
676309;1657865;cite
5331964;21997;cite
537351;781239;cite
3629694;1993470;cite
1512881;599167;cite
824769;1123088;cite
9170123;433468;cite
632599;466115;cite
3454748;1730113;cite
37126291;3539699;cite
6090;1015400;cite
1636878;6126190;cite
2389295;1993470;cite
2810717;1875230;cite
3344115;408891;cite
3544435;224552;cite
3642249;3314819;cite
1536123;6150124;cite
991693;58129;cite
1234470;55988;cite
2064034;322726;cite
3462799;6923352;cite
9228945;3348378;cite
1792373;299610;cite
384014;3322859;cite
3629706;498071;cite
93400;3397492;cite
1200159;2247005;cite
2078186;543365;cite
655865;40419563;cite
1925409;210600;cite
263352;838147;cite
3365457;616265;cite
1512881;1094428;cite
3352270;390956;cite
17935198;755515;cite
204553;210600;cite
1819604;2476051;cite
625296;1993470;cite
1185759;981847;cite
483299;56623483;cite
55724501;1219483;cite
3577492;3549917;cite
1990966;994018;cite
588349;2052495;cite
831237;299889;cite
3329188;54300363;cite
2530415;220129;cite
3496607;257916;cite
10313;3312548;cite
1328979;51478795;cite
21997;1800649;cite
3823274;1695628;cite
3322859;1695628;cite
3329173;966934;cite
2689917;601959;cite
359050;2181032;cite
520332;1079004;cite
3629682;92804;cite
3462420;181077;cite
304424;2167811;cite
795368;49740233;cite
3629791;1263828;cite
42225914;2164557;cite
59042;1780247;cite
3641050;298115;cite
22939480;1399202;cite
1520745;1745056;cite
2437370;295616;cite
2914935;1461050;cite
1106054;755515;cite
1593506;1417835;cite
616265;40419197;cite
2078186;10559758;cite
994018;1990966;cite
3564951;17923516;cite
52799925;889494;cite
832349;509724;cite
56151671;47382659;cite
45178;2357467;cite
543701;853868;cite
1843723;55058764;cite
2280957;1141665;cite
52635590;1136059;cite
358470;3308035;cite
10832690;1142659;cite
1923849;3823274;cite
393752;261768;cite
3315344;53307089;cite
1695628;1109340;cite
47488438;3450212;cite
13205983;12140460;cite
55164073;1148725;cite
220129;42138;cite
3332045;10511473;cite
294179;23356016;cite
53550001;855790;cite
1815433;47382659;cite
1548597;2114277;cite
3335145;3619806;cite
1807506;1512881;cite
954490;2263719;cite
2295139;53307089;cite
3280192;48416589;cite
1509545;192481;cite
23356016;40421427;cite
42175;1903859;cite
1633442;1116660;cite
585496;1993470;cite
10549740;1191293;cite
21997;994018;cite
150077;1333185;cite
3641050;494965;cite
42138;196752;cite
10896622;684003;cite
3690454;181077;cite
1430543;3317730;cite
616265;1922927;cite
1456480;543701;cite
7521;84674;cite
527346;1193713;cite
2624870;3583387;cite
177276;50412641;cite
566949;87624;cite
3860428;2530406;cite
40422578;408891;cite
1234470;1000284;cite
1370132;1973531;cite
17927374;2295139;cite
1129425;18461058;cite
11645124;10517517;cite
2324949;93428;cite
3506951;143212;cite
379385;36495851;cite
1995279;620116;cite
43950532;1095257;cite
3832249;794527;cite
181077;1000635;cite
276064;52443824;cite
3349370;1710746;cite
47593436;553305;cite
368747;448985;cite
3365343;524350;cite
3365343;45323558;cite
1631408;152072;cite
1805173;3368569;cite
1520745;53698797;cite
379606;625296;cite
1123207;414332;cite
50158358;152084;cite
1309138;1429782;cite
1831234;413714;cite
275376;50677792;cite
994018;12665996;cite
522060;918710;cite
295616;51926242;cite
5201914;688801;cite
3349370;2494162;cite
17626;2167811;cite
10521580;1745056;cite
967515;53761504;cite
1923849;9095805;cite
625296;561596;cite
1117178;9236140;cite
3644306;2298592;cite
3319495;12143628;cite
3832286;3549944;cite
3544435;1938083;cite
2167811;2033428;cite
623711;431388;cite
2314808;758524;cite
384014;50412641;cite
398894;54946975;cite
299484;3530349;cite
384014;1662749;cite
519640;315269;cite
16649;2247005;cite
37078;359050;cite
3409171;3439731;cite
299610;524648;cite
1990966;125865;cite
66011;53633506;cite
101989;795368;cite
3315195;538228;cite
1123088;3365456;cite
379385;1225906;cite
527592;795368;cite
1096084;622210;cite
53159713;1219483;cite
53493538;2079936;cite
3317730;1410373;cite
868899;1140946;cite
538228;1730113;cite
312700;1374045;cite
12518928;3546995;cite
1265522;275926;cite
588349;893694;cite
84674;625296;cite
1772051;695562;cite
3313313;431388;cite
21966360;1266473;cite
1339795;312546;cite
3640485;348338;cite
524350;5730;cite
1136059;92804;cite
181077;1219483;cite
18964;3352114;cite
2493436;52290693;cite
2157826;1737218;cite
385931;2282500;cite
1765874;54170929;cite
3635893;17997458;cite
3365456;22843173;cite
10572467;1633442;cite
592315;561596;cite
1709762;1232150;cite
3365295;257916;cite
92804;438079;cite
1710746;955657;cite
402341;3322859;cite
3498783;3368569;cite
18229;402729;cite
1695830;438079;cite
379606;55175564;cite
3616636;7521;cite
3629717;494965;cite
276064;53688303;cite
619732;2295139;cite
1156820;2247005;cite
1048896;557751;cite
3635905;379385;cite
64290;3365244;cite
976195;2126906;cite
1453565;2181032;cite
587345;224552;cite
1431306;1444062;cite
357786;53371505;cite
10497479;285550;cite
3549954;1011874;cite
17992362;9163068;cite
731329;571081;cite
3313779;616265;cite
4075811;1721664;cite
795368;390956;cite
5925288;10564827;cite
811813;3013450;cite
3556509;2340538;cite
9424648;199499;cite
708448;55932852;cite
738673;1831234;cite
3832287;795368;cite
43396392;54170929;cite
1686003;9095805;cite
517110;688801;cite
3299730;23354738;cite
676309;494965;cite
36706183;3316959;cite
976195;724623;cite
974990;47471283;cite
55273630;1765828;cite
53554363;594770;cite
10879335;3571616;cite
681419;22304884;cite
1843723;738787;cite
1769228;335089;cite
601959;731329;cite
936378;2702206;cite
1990966;1389374;cite
53094;1981909;cite
3642481;3349370;cite
5031278;3564951;cite
10876414;625296;cite
1402107;794527;cite
3484240;2295139;cite
47350243;2038381;cite
55257992;10567581;cite
180240;26112;cite
2992739;10832690;cite
991693;53067561;cite
393752;58129;cite
3313779;1359568;cite
3506944;764117;cite
1291393;49256218;cite
8017529;921043;cite
10883801;54170929;cite
3322859;257916;cite
1128738;1126212;cite
616265;55932852;cite
2313275;494965;cite
199499;3106274;cite
84472;3299730;cite
3616636;10879335;cite
256291;53698797;cite
810133;2126906;cite
3399414;12687154;cite
1309138;52286024;cite
3332045;9116441;cite
2323706;185676;cite
21997;5387401;cite
1327835;50818823;cite
979964;3365229;cite
169069;587345;cite
442978;1127180;cite
53554938;3983755;cite
976195;51599466;cite
1200159;1022478;cite
284269;192481;cite
991049;45178;cite
498925;3549917;cite
9149894;5387401;cite
795368;359865;cite
502782;486954;cite
3009085;795368;cite
52678200;1790104;cite
1995279;1973531;cite
755515;1123088;cite
1054280;571081;cite
47382659;49939857;cite
1308570;795368;cite
3393270;10557191;cite
1128738;120308;cite
114228;3365392;cite
1826743;1126212;cite
678043;513831;cite
10218990;3449684;cite
563443;358294;cite
851440;1818317;cite
248041;1943259;cite
831237;53307089;cite
3549946;3549915;cite
1246248;52799925;cite
386032;40419564;cite
1333303;1536874;cite
402341;1200159;cite
651512;3579487;cite
494965;1819604;cite
1990966;50677792;cite
1410373;1094428;cite
380710;906247;cite
18057148;12139811;cite
2975450;348338;cite
852431;1536874;cite
3571610;9163068;cite
491458;408389;cite
3538341;2051597;cite
755550;47951766;cite
10832690;731329;cite
362936;2003126;cite
3629682;9118711;cite
1794430;3070257;cite
